FSC_A,FSC_W,SSC_A,CD33,CD45RA,CD34,CD90,CD49f,CD38,Lineage,CD7_CD10,Live,CD45,Time,Sort_id,Cell_seeded
146329,90558,99849,189,-19,1400,651,184,250,106,312,397,1211,36342,7_E4,HSC
143275,94955,93566,221,83,5645,1115,2814,156,130,74,379,1905,36574,7_E5,HSC
114527,92344,86501,10,73,3412,1552,1295,65,90,13,455,1877,36903,7_E6,HSC
119631,95579,119914,16,99,6178,2277,1268,530,108,76,437,1224,37832,7_E7,HSC
113583,88794,89040,72,-13,3018,1756,1126,583,98,153,386,2484,38112,7_E8,HSC
99562,93064,94239,310,124,4540,4392,1177,399,168,55,523,2185,41245,7_E9,HSC
127619,87493,107523,89,25,5601,3281,1763,37,102,-24,451,1767,41484,7_E10,HSC
148111,92827,78036,45,109,3495,875,1392,588,140,75,295,1635,42879,7_E11,HSC
179663,102801,79858,333,270,3641,966,1115,225,158,85,549,2324,43818,7_E12,HSC
161799,92631,132403,154,59,5756,3806,1134,545,267,107,517,1426,54818,7_F1,HSC
119758,92404,134810,30,148,3947,1362,1292,205,99,64,373,1766,53715,7_F2,HSC
141995,89339,74539,219,291,4442,2199,3469,177,276,157,420,2438,53139,7_F3,HSC
136380,87865,118514,181,56,3675,2045,1136,803,269,35,337,1439,52717,7_F4,HSC
139489,87943,83016,91,105,6025,508,1576,55,326,77,458,2307,50825,7_F5,HSC
155938,90143,86571,96,40,2419,730,600,595,274,66,428,1869,50113,7_F6,HSC
123338,86449,75925,118,61,3204,3747,784,645,59,103,374,1867,49262,7_F7,HSC
105869,88223,109299,137,83,5456,2831,1355,527,59,29,351,1320,48892,7_F8,HSC
122611,94203,89663,200,5,2642,1488,578,477,159,-11,444,1563,47024,7_F9,HSC
93870,84972,74710,124,27,1907,1305,179,163,105,0,461,1063,46293,7_F10,HSC
138370,101198,108907,64,48,1472,413,462,402,159,-24,405,2109,46019,7_F11,HSC
176166,95694,87992,178,55,6088,2540,1916,226,76,81,509,2878,45258,7_F12,HSC
148628,89973,58638,100,181,3652,591,1051,246,216,188,363,1861,55165,7_G1,HSC
138256,89559,116945,99,84,3064,336,413,757,119,94,298,770,55659,7_G2,HSC
136618,91568,76190,-76,141,4631,2627,2186,108,164,226,488,1591,56405,7_G3,HSC
176626,105827,70251,76,80,4773,1711,2074,139,183,89,500,1908,58626,7_G4,HSC
141460,89678,99539,143,87,5792,5745,1252,597,288,69,378,2180,58883,7_G5,HSC
109299,87500,108758,143,177,4917,535,809,621,216,194,324,908,59346,7_G6,HSC
119579,92866,87184,143,184,4333,1728,675,800,131,-9,599,2909,60272,7_G7,HSC
156439,92789,112106,58,127,5337,1803,1278,706,150,105,336,1477,60580,7_G8,HSC
132458,84312,78283,193,149,5281,2053,932,515,265,37,354,1202,61406,7_G9,HSC
151032,92048,100575,111,176,3040,1170,704,345,241,327,678,1694,61907,7_G10,HSC
138635,88028,108177,206,215,5469,3568,888,543,230,61,378,1188,62317,7_G11,HSC
120894,87148,108165,143,287,4689,2653,775,535,222,39,465,1591,62735,7_G12,HSC
138461,90957,110067,98,22,3328,1410,556,874,60,155,401,1616,73548,7_H1,HSC
84383,88537,111593,140,-13,4592,6381,3486,303,137,5,386,2233,72851,7_H2,HSC
163725,92695,87412,235,199,5455,229,1019,941,302,126,573,1530,70957,7_H3,HSC
149426,99404,99319,-58,50,5061,1755,1979,631,166,44,419,1534,69752,7_H4,HSC
82090,84919,117213,160,80,2618,5250,761,863,231,-43,434,2089,69462,7_H5,HSC
126083,87669,106924,322,91,6257,11931,666,923,235,6,438,1350,68514,7_H6,HSC
134297,88741,78376,52,-9,3537,991,497,224,91,70,286,1280,68054,7_H7,HSC
79773,86218,113485,4,138,3157,854,1339,425,316,16,429,1646,67835,7_H8,HSC
135852,89127,49843,87,32,3608,3104,1626,364,36,59,204,1437,65304,7_H9,HSC
140987,89509,83639,12,81,4918,2971,2539,208,171,30,384,2365,64478,7_H10,HSC
171181,102586,123818,62,236,4691,786,1385,713,286,177,651,717,64143,7_H11,HSC
169618,98634,69058,192,176,6019,856,1207,448,53,668,273,559,63001,7_H12,HSC
146682,90963,85587,79,151,5057,1661,1175,733,264,-13,379,1851,2760,8_A1,HSC
105031,86677,98987,56,94,4279,1418,1283,782,87,604,361,888,3146,8_A2,HSC
154867,94970,119172,144,212,5671,7376,2036,447,208,18,458,2568,4397,8_A3,HSC
134994,88813,87620,273,55,4996,4469,1792,651,120,163,304,1769,8162,8_A4,HSC
83721,88677,106805,25,51,3640,892,1101,693,164,97,293,1726,8430,8_A5,HSC
90234,87246,151568,60,166,3370,591,1562,912,217,36,429,1610,9889,8_A6,HSC
82143,84379,119710,285,185,3681,9330,1760,503,289,27,521,2893,10842,8_A7,HSC
146210,90372,95674,154,241,5391,3257,900,647,204,68,418,636,11390,8_A8,HSC
107982,89529,71131,155,8,2773,4603,430,646,21,-89,437,1929,11736,8_A9,HSC
145022,93972,84383,249,172,6823,1000,587,758,162,-11,344,1150,12093,8_A10,HSC
150398,89817,90727,167,93,4410,2539,493,473,217,57,584,1757,12432,8_A11,HSC
120127,85322,79763,140,103,6474,1716,2489,258,139,74,483,2675,13425,8_A12,HSC
95925,90723,109775,318,117,9091,276,557,298,127,69,453,1224,23201,8_B1,HSC
152639,95458,82031,384,63,5344,376,739,915,222,214,257,776,21339,8_B2,HSC
136371,89634,75890,56,160,5574,2692,927,40,66,134,432,1761,20092,8_B3,HSC
135385,94483,66485,53,75,1575,958,584,349,132,117,305,365,19105,8_B4,HSC
133405,89561,93300,89,185,2986,2288,683,746,175,29,313,1629,18810,8_B5,HSC
106032,86581,82772,112,39,2953,4625,762,343,157,-7,460,1631,18158,8_B6,HSC
147768,90101,69652,-39,-26,4788,1051,1006,337,109,68,299,1731,17341,8_B7,HSC
107235,84956,109567,16,123,3243,1212,1025,498,126,38,418,1586,17014,8_B8,HSC
136590,88984,85784,243,84,4430,1558,999,395,232,119,536,1491,16750,8_B9,HSC
147698,92111,87427,41,159,3424,2311,2456,342,321,55,509,2075,16382,8_B10,HSC
141710,99750,122817,330,320,4379,162,963,168,139,534,458,683,15917,8_B11,HSC
92207,80722,51885,56,64,3372,231,1563,40,117,41,433,1413,15429,8_B12,HSC
129299,90410,64158,150,13,3506,1646,922,511,188,-36,444,1007,23399,8_C1,HSC
132297,92899,95940,77,101,4355,2506,1190,284,183,47,532,1982,24783,8_C2,HSC
53870,72671,35016,133,64,1982,127,280,596,71,85,180,293,25211,8_C3,HSC
122478,92035,79638,-90,90,3001,8809,1602,682,187,6,442,1938,25469,8_C4,HSC
120544,96299,74512,17,120,3018,2170,845,857,128,-22,461,1403,26249,8_C5,HSC
130445,89991,80743,108,39,2864,4742,1835,649,197,33,442,1328,27463,8_C6,HSC
111261,85554,73536,145,-21,3676,1040,1767,371,104,61,332,1145,28160,8_C7,HSC
109204,88826,113126,187,-21,4697,2293,666,452,75,35,341,1508,30725,8_C8,HSC
124110,82248,72892,205,132,5241,1753,1617,603,170,59,268,2143,30982,8_C9,HSC
152378,93093,72030,47,137,2676,3422,1289,609,203,20,329,1274,31810,8_C10,HSC
131919,88434,72822,82,58,5471,8727,735,407,159,40,366,2360,32043,8_C11,HSC
119597,91942,114529,21,26,2497,3344,692,375,106,131,384,1159,32541,8_C12,HSC
148164,96991,67789,63,-8,2531,516,2193,258,103,114,311,1209,40044,8_D1,HSC
129962,89053,75308,290,90,5705,810,1910,97,74,-6,386,2278,39279,8_D2,HSC
158249,101307,101673,167,7,3255,1648,1301,707,86,45,451,2156,38242,8_D3,HSC
86518,89057,115117,145,135,3543,324,1097,818,68,96,312,998,37712,8_D4,HSC
170195,95460,75761,145,94,3434,688,1509,620,167,22,327,2152,37103,8_D5,HSC
113677,89330,98366,-33,52,3729,3733,1698,564,80,87,390,2433,36752,8_D6,HSC
97387,86763,101657,23,55,3522,1271,1364,695,74,80,351,1250,36144,8_D7,HSC
85976,90164,90954,150,139,2316,358,909,734,285,-1,378,1464,35614,8_D8,HSC
139098,96152,81380,339,110,4256,4379,1024,564,18,10,341,2054,35283,8_D9,HSC
103494,83970,82933,130,222,5004,892,741,270,175,83,416,790,35007,8_D10,HSC
130255,93858,59908,61,19,2730,3946,271,494,119,-42,348,1049,34805,8_D11,HSC
120650,87333,60766,171,110,3844,631,1177,672,184,128,389,1567,34073,8_D12,HSC
102155,84985,60937,68,182,2867,1023,1320,475,260,7,357,1201,40784,8_E1,HSC
121583,92093,104886,-158,277,4055,3375,2285,506,131,239,512,2890,41819,8_E2,HSC
82294,88558,130405,15,99,5619,2535,2907,342,140,170,356,2376,42172,8_E3,HSC
110273,93558,102386,335,240,7110,1095,733,774,162,19,481,1273,42705,8_E4,HSC
101418,89430,115123,270,137,6710,1627,750,850,222,516,397,1276,42966,8_E5,HSC
140474,96955,134651,-74,160,3189,1430,2355,585,165,40,358,1339,43221,8_E6,HSC
127919,91760,77100,119,21,4672,2064,1886,677,137,-1,407,1746,43416,8_E7,HSC
161688,99744,71452,74,68,4846,1794,1548,164,175,93,534,2665,43727,8_E8,HSC
148288,92571,91431,37,11,2440,1695,988,614,47,105,430,1133,44311,8_E9,HSC
152818,93941,82816,258,300,4592,2114,1149,450,178,-12,412,2221,46133,8_E10,HSC
88402,84476,93160,103,9,3096,775,1518,710,109,152,296,1471,46379,8_E11,HSC
116566,92373,107271,264,4,3654,1859,774,481,141,112,325,1646,47415,8_E12,HSC
95042,88069,114588,35,38,2843,172,861,825,103,67,315,1937,56747,8_F1,HSC
125295,92593,129167,173,26,3436,5736,473,175,233,25,443,1455,55625,8_F2,HSC
157554,99084,92599,133,40,3293,974,1122,364,210,99,319,1431,55415,8_F3,HSC
140798,97404,84982,248,61,5550,3276,1707,259,163,3,479,2598,53842,8_F4,HSC
170331,96023,100594,177,175,4853,2429,1736,274,223,254,462,1771,53481,8_F5,HSC
191264,108480,119862,36,109,4401,1716,1038,565,307,127,503,2616,53273,8_F6,HSC
115195,89346,81724,6,70,4683,667,884,426,199,97,357,1142,52032,8_F7,HSC
130084,91851,88984,149,118,2018,4730,1371,685,242,73,566,2319,51415,8_F8,HSC
132524,97071,139008,165,32,2885,1112,951,586,246,2,390,2439,50768,8_F9,HSC
145436,92485,79977,246,159,3999,3954,2258,187,104,116,400,1574,49268,8_F10,HSC
137112,91499,71670,137,140,5258,6678,1574,140,179,129,422,1965,48958,8_F11,HSC
129627,92569,111973,27,148,4298,1319,1788,159,86,62,340,2031,48524,8_F12,HSC
165763,95045,81283,99,115,2264,693,1576,735,203,64,302,1364,56951,8_G1,HSC
158715,98678,93188,162,72,3948,2310,1122,130,142,101,529,2259,59804,8_G2,HSC
154100,92090,91858,241,305,4842,808,915,45,211,82,470,2319,62174,8_G3,HSC
139146,92153,83916,25,-29,4577,14275,1916,678,67,1,388,2188,62486,8_G4,HSC
145338,92625,64395,72,142,3058,498,1360,722,116,223,265,1601,62722,8_G5,HSC
121828,97650,80135,233,72,3342,4707,1454,503,170,16,679,2996,63570,8_G6,HSC
68486,81114,81023,-9,157,4108,3991,1014,219,281,121,355,1882,63972,8_G7,HSC
142463,95534,86291,87,54,4760,3659,1238,194,96,27,530,1931,65416,8_G8,HSC
105864,90242,89637,151,86,3381,2362,653,641,164,124,341,2431,65892,8_G9,HSC
138233,86350,55213,101,71,4322,1337,642,241,123,10,393,1278,67366,8_G10,HSC
157605,96096,104224,166,71,3291,968,1066,510,144,178,445,2109,70540,8_G11,HSC
121657,94514,105909,183,129,4433,5060,363,630,151,137,365,1405,71783,8_G12,HSC
137775,96309,80956,194,129,3663,274,1062,743,122,99,328,931,82444,8_H1,HSC
136551,90445,87524,352,47,4217,546,483,682,157,22,476,1577,80338,8_H2,HSC
118579,90396,83010,154,87,3413,1214,890,335,155,91,516,1600,79803,8_H3,HSC
114166,95782,69069,268,74,3435,6765,870,486,102,-87,478,2070,79216,8_H4,HSC
124398,86606,62014,73,84,3234,2220,833,741,129,67,435,1312,77198,8_H5,HSC
102347,94129,126963,244,48,5944,9429,1019,844,140,29,525,2241,76546,8_H6,HSC
140828,89383,96438,20,78,2883,1118,471,789,219,125,269,1355,75481,8_H7,HSC
130918,93672,93002,59,143,2753,220,1255,452,148,-17,538,2430,75236,8_H8,HSC
128440,87788,104003,250,166,4919,1829,730,138,164,67,395,1503,74920,8_H9,HSC
107140,88389,111313,216,116,4036,275,630,194,207,135,326,1095,74236,8_H10,HSC
142928,87014,67163,176,117,3951,4474,1092,920,115,140,330,1082,73163,8_H11,HSC
159908,93313,86747,163,127,4586,4400,935,364,106,39,314,1519,72679,8_H12,HSC
116128,86315,60371,155,0,2241,877,289,514,41,58,159,1146,2447,9_A1,HSC
96537,89727,148447,112,22,2771,2373,452,569,101,85,317,1593,2711,9_A2,HSC
77681,79379,72574,155,62,2254,4242,656,417,56,-2,347,1289,4036,9_A3,HSC
114073,88288,99589,139,154,8238,4598,883,1006,303,49,369,1105,4849,9_A4,HSC
158025,94086,77463,161,132,4135,4695,1905,383,255,70,404,2061,5591,9_A5,HSC
138404,93596,88580,7,95,2617,288,547,522,201,40,300,1050,6508,9_A6,HSC
138938,87439,66403,196,85,3865,499,2169,93,147,27,355,1937,7875,9_A7,HSC
125641,89913,120283,147,143,5801,8219,1017,943,129,164,406,1747,8208,9_A8,HSC
133804,95744,107662,154,45,3001,2163,525,92,160,145,513,979,11528,9_A9,HSC
147948,91949,73898,53,141,4400,749,1050,187,157,10,518,1916,13447,9_A10,HSC
102255,85786,111531,96,10,2541,263,343,388,124,57,381,1377,14602,9_A11,HSC
126295,92215,70489,147,88,2721,4469,158,846,124,29,456,992,15400,9_A12,HSC
87232,87948,144150,145,189,3229,3143,783,536,169,84,303,1227,25876,9_B1,HSC
154174,92134,147757,103,136,5131,2922,1782,119,185,126,529,2101,24470,9_B2,HSC
123285,84130,70122,23,36,3305,354,923,800,138,367,282,917,24225,9_B3,HSC
161626,93602,127946,119,75,5095,2683,1178,407,221,53,626,2636,23411,9_B4,HSC
131017,92083,101899,65,40,3746,1914,1292,872,125,24,439,1926,22516,9_B5,HSC
143709,91669,122359,114,-86,5252,216,1603,590,204,72,353,1913,21097,9_B6,HSC
89849,88824,139162,22,59,4415,3059,2471,154,97,133,432,2173,19955,9_B7,HSC
163066,94489,136344,327,70,8132,1867,934,766,264,93,479,2361,19344,9_B8,HSC
133463,87791,81428,299,63,2336,3638,1106,583,158,65,254,1433,18539,9_B9,HSC
78281,86002,123831,155,113,2536,10546,625,722,253,98,384,1997,17965,9_B10,HSC
148094,92928,90890,166,124,5135,1327,828,338,105,122,385,1451,17362,9_B11,HSC
109102,93195,101819,354,319,8570,667,1672,608,206,461,480,1079,17127,9_B12,HSC
144417,92851,107593,277,116,3249,2762,883,612,170,133,405,1941,27028,9_C1,HSC
127986,90538,97577,-4,112,6319,3164,3102,263,132,186,394,3095,27716,9_C2,HSC
125385,81635,69373,113,166,4400,1364,1473,75,222,121,491,1451,28044,9_C3,HSC
153104,95896,153236,233,36,4707,529,509,915,160,58,394,832,28946,9_C4,HSC
180281,104154,119247,227,303,3798,535,660,759,169,113,404,946,32756,9_C5,HSC
146693,95377,99826,92,173,5869,1705,2630,213,116,71,445,2090,33876,9_C6,HSC
92214,90211,143584,104,91,6576,6555,2345,404,144,51,441,1345,36203,9_C7,HSC
159463,96183,101867,89,105,4709,989,1007,854,108,63,409,1036,37068,9_C8,HSC
99797,88039,102675,78,239,4683,336,621,778,146,82,323,1100,38942,9_C9,HSC
162296,102114,93196,48,88,3719,1061,819,189,210,119,445,1668,39627,9_C10,HSC
131723,87268,124907,160,86,3536,5014,786,597,222,-5,395,1146,40240,9_C11,HSC
139859,91577,104375,168,91,2807,359,1003,745,217,265,412,801,41196,9_C12,HSC
103205,85573,57456,143,66,2561,644,470,644,132,43,454,1606,49988,9_D1,HSC
124021,86442,139483,109,314,6262,503,1012,343,154,364,357,603,49269,9_D2,HSC
169969,97336,69130,61,64,3698,1371,1085,683,54,125,353,1905,48939,9_D3,HSC
153204,91896,82922,200,152,2912,788,602,266,172,62,313,1731,48735,9_D4,HSC
146531,95524,66149,130,281,3567,485,928,921,85,28,647,903,47890,9_D5,HSC
114048,86833,117534,337,65,7265,9335,1150,744,257,18,391,2104,46418,9_D6,HSC
130005,87985,74833,72,132,3505,393,752,775,46,105,344,468,45280,9_D7,HSC
101463,94471,156749,13,82,1931,1035,848,521,294,242,581,993,44603,9_D8,HSC
211301,107362,141778,61,172,6201,409,4794,635,190,106,522,882,43827,9_D9,HSC
143275,90064,41770,23,89,2832,2056,1678,841,161,76,277,1692,43349,9_D10,HSC
96312,87575,157891,259,92,8082,367,1262,730,79,63,330,2280,42926,9_D11,HSC
146238,93985,81624,21,236,3578,443,1833,556,119,119,363,1326,42503,9_D12,HSC
141848,93290,154377,97,89,4654,3893,1504,156,279,54,504,1689,50755,9_E1,HSC
127777,85448,95037,232,91,3053,221,1086,207,69,77,313,383,51049,9_E2,HSC
124650,96689,114176,150,321,1814,2320,447,370,206,60,519,1396,52859,9_E3,HSC
179827,97097,139997,113,153,4164,792,1179,75,228,103,606,1705,53875,9_E4,HSC
135789,91037,96608,71,102,3972,3477,953,535,329,194,549,1088,54097,9_E5,HSC
150943,89923,94711,71,80,2982,2002,1941,163,134,160,380,1746,54581,9_E6,HSC
87802,86424,87120,177,57,5091,1291,1204,725,187,439,353,1024,55575,9_E7,HSC
123223,82616,62777,126,168,3616,751,1115,523,102,86,283,1579,56990,9_E8,HSC
147173,92735,82697,77,10,5743,2570,1827,79,137,127,396,1963,57173,9_E9,HSC
120468,87815,83749,86,80,5196,5149,2717,329,158,129,384,1554,58646,9_E10,HSC
142647,90760,84212,134,85,5465,3546,2004,243,179,55,428,1785,59455,9_E11,HSC
155435,92282,71173,32,277,3033,900,1668,98,110,74,375,1449,60518,9_E12,HSC
152911,92568,79272,93,93,4213,2681,2099,516,112,119,335,1519,66385,9_F1,HSC
145577,90296,126587,282,121,2922,2618,1390,531,193,40,392,1517,65412,9_F2,HSC
133941,86739,83722,74,42,4808,2859,1632,497,170,-6,269,1217,65101,9_F3,HSC
147515,96317,106957,49,78,4017,760,734,297,110,85,349,1518,64680,9_F4,HSC
98576,87945,140803,272,49,7695,1211,849,474,185,-5,360,1520,64126,9_F5,HSC
160978,95225,91710,62,196,4454,231,742,709,107,123,336,899,63779,9_F6,HSC
154280,99572,110140,202,80,6208,1850,2359,269,224,-23,490,2222,63265,9_F7,HSC
120885,91584,113905,-80,86,4830,1689,1377,263,178,22,339,1731,62988,9_F8,HSC
164976,100003,76426,206,105,4386,8094,491,873,165,36,336,1121,62464,9_F9,HSC
122705,88956,75212,121,78,3929,282,429,745,206,81,420,1022,62286,9_F10,HSC
132167,90999,88800,321,132,4914,419,974,904,80,50,278,1106,62095,9_F11,HSC
151557,92603,87209,96,41,2880,579,902,397,102,58,258,817,61853,9_F12,HSC
121915,87327,70575,76,116,4258,1584,595,473,176,-5,320,1622,68519,9_G1,HSC
185570,103973,90128,172,66,4669,814,966,410,337,-24,496,690,68883,9_G2,HSC
136860,89340,79393,15,58,2604,289,1261,394,40,17,209,938,69303,9_G3,HSC
109725,92015,115415,175,59,2763,8054,385,475,126,0,452,1663,69564,9_G4,HSC
95991,84250,107163,8,60,1507,4042,1073,227,184,46,382,1330,69855,9_G5,HSC
117638,86747,96720,398,93,4488,1341,868,795,173,30,328,1070,70394,9_G6,HSC
142264,98764,102867,138,108,3414,2395,1990,216,110,150,399,1681,71870,9_G7,HSC
171418,94110,122012,119,226,5358,1135,1854,956,274,59,568,1175,72280,9_G8,HSC
94865,89786,140764,312,115,8262,3681,1075,763,108,119,413,1301,73159,9_G9,HSC
160260,93356,113233,95,-24,3743,3091,846,672,119,-16,479,907,73392,9_G10,HSC
127142,84578,61126,147,107,4857,2038,1233,433,98,69,336,1494,74632,9_G11,HSC
149120,89935,97832,331,116,5118,2091,2059,202,202,83,480,1679,74981,9_G12,HSC
121201,85234,96790,167,54,3653,719,1396,527,106,102,326,1431,86544,9_H1,HSC
132620,93198,158841,248,255,2853,110,1025,789,174,213,395,610,85958,9_H2,HSC
156701,95198,90620,167,101,7435,688,349,454,112,-11,473,1482,84018,9_H3,HSC
94878,86756,93657,176,58,5192,1834,418,533,137,-8,426,1661,83135,9_H4,HSC
93036,87472,88398,160,102,3845,130,587,621,125,69,361,567,82586,9_H5,HSC
122533,86648,90890,53,143,2939,1672,1056,851,116,64,349,1268,82356,9_H6,HSC
132335,93660,111118,74,37,3378,2734,793,834,94,74,410,2487,82127,9_H7,HSC
161562,103272,105518,231,154,5647,756,725,552,183,180,331,948,80827,9_H8,HSC
171236,95997,101844,110,113,3608,956,926,728,112,60,345,2439,80079,9_H9,HSC
118621,84931,82682,231,81,7439,860,1226,349,160,14,368,1172,78200,9_H10,HSC
126894,90501,87920,112,116,4343,1975,1040,90,180,55,684,2186,77109,9_H11,HSC
141923,93238,95422,-47,109,3868,3662,1424,651,198,51,382,2213,76661,9_H12,HSC
148540,91609,86320,-15,190,2709,1784,847,517,176,56,479,1022,2219,10_A1,HSC
164413,93970,104104,101,112,2464,723,491,717,120,32,314,1580,2804,10_A2,HSC
161189,95158,109035,208,108,4713,2741,541,608,89,49,366,1590,4518,10_A3,HSC
148383,90822,102725,303,62,6097,2758,1081,552,266,-12,367,2302,4978,10_A4,HSC
102370,89962,100769,232,137,6793,1429,1332,486,222,311,402,1443,5248,10_A5,HSC
149842,96049,81230,-34,37,3823,1416,3007,421,163,176,332,2149,5988,10_A6,HSC
133974,90244,64227,141,86,2390,981,2258,195,113,46,346,1822,6511,10_A7,HSC
126694,83530,51107,182,54,3112,1116,589,704,72,62,273,1109,6883,10_A8,HSC
144135,94659,90561,103,-57,2872,1163,383,471,118,99,317,778,8012,10_A9,HSC
124592,96730,80497,131,44,2917,2158,719,872,249,-41,436,1734,8692,10_A10,HSC
160996,94760,93096,175,130,5255,1386,2109,432,66,85,331,1554,9714,10_A11,HSC
138747,91036,76005,55,44,2423,478,428,395,141,55,302,1037,11889,10_A12,HSC
144697,89721,80641,-7,130,2878,128,1176,662,67,21,225,1369,21746,10_B1,HSC
123109,88078,105482,164,57,3823,1143,702,399,56,63,405,1927,19696,10_B2,HSC
112640,96307,131369,119,18,3696,2009,1090,249,140,83,494,1770,19365,10_B3,HSC
122522,85130,78754,-10,123,3818,870,1645,582,175,46,315,1785,18705,10_B4,HSC
159344,92646,106639,181,88,3761,993,2493,293,115,142,314,2104,16790,10_B5,HSC
177610,105192,134304,99,112,4757,160,1202,779,107,113,376,1250,16536,10_B6,HSC
150333,92690,104593,66,37,2803,1827,485,493,150,122,400,589,15102,10_B7,HSC
149035,91518,83963,162,48,3825,6623,1841,423,106,97,454,1484,14868,10_B8,HSC
154095,90277,62730,110,313,2865,145,746,197,183,179,402,1025,14576,10_B9,HSC
129619,84469,55856,170,267,2631,1098,893,667,196,105,370,1048,13642,10_B10,HSC
163925,95019,94035,85,180,5344,651,1077,670,102,84,342,1173,13417,10_B11,HSC
116082,90887,168867,-46,59,4783,5458,3189,540,105,85,369,2876,12989,10_B12,HSC
92644,87098,106121,198,109,2969,3502,239,578,323,81,369,1748,22575,10_C1,HSC
130160,96023,166039,57,98,2460,4824,1194,410,211,-1,636,2064,23168,10_C2,HSC
141544,86361,61592,149,68,3844,1868,668,420,239,41,367,1909,23448,10_C3,HSC
111920,86715,79371,171,60,3403,305,573,663,134,24,314,1944,23698,10_C4,HSC
156578,92693,86348,182,80,5717,842,1461,630,168,146,235,861,24289,10_C5,HSC
131570,91022,67066,-83,135,2180,1427,711,756,159,38,484,1430,24491,10_C6,HSC
142304,89081,61052,35,87,2589,337,698,576,100,79,292,1373,25212,10_C7,HSC
155176,96287,98497,95,56,2356,395,262,731,184,87,344,1789,27174,10_C8,HSC
91168,89582,130582,254,206,6056,1327,1001,851,184,329,433,1082,28085,10_C9,HSC
123148,89060,79563,156,56,5382,480,2751,726,61,91,351,1178,29897,10_C10,HSC
143795,93947,138623,72,22,4977,1192,949,620,139,166,397,2067,30851,10_C11,HSC
150600,92158,73115,22,94,3401,1214,1533,491,78,70,274,1386,31229,10_C12,HSC
141238,90703,82911,105,-20,3442,172,1128,765,61,16,311,1802,39308,10_D1,HSC
132866,87404,81822,232,20,4860,4857,754,432,194,22,322,904,39058,10_D2,HSC
148932,90981,85943,102,165,5964,5285,1598,438,202,14,329,1630,38280,10_D3,HSC
130277,89481,106749,31,284,6419,701,1805,448,169,182,339,887,37452,10_D4,HSC
169013,94094,104332,70,151,3050,2052,1397,511,139,85,257,955,37243,10_D5,HSC
151819,91139,83257,194,111,5761,10644,1757,345,213,43,424,2115,36921,10_D6,HSC
169578,99611,126727,186,39,2240,2715,1075,230,113,98,332,519,36729,10_D7,HSC
83547,90878,108945,189,190,5591,4230,1398,66,268,-57,513,2859,36289,10_D8,HSC
155561,95381,84575,245,110,4169,517,628,341,121,33,344,1389,35605,10_D9,HSC
74357,88329,130448,193,41,1976,5359,223,584,167,-7,421,1733,33225,10_D10,HSC
141101,97893,169953,289,106,5666,3847,1436,357,292,50,566,1985,32670,10_D11,HSC
142128,100741,116215,77,42,4366,1547,1565,481,153,99,405,2198,32019,10_D12,HSC
150220,91325,83278,195,134,6374,511,2836,156,200,127,496,2008,40593,10_E1,HSC
156195,92818,80473,118,151,2599,5714,1823,875,65,60,249,1798,41464,10_E2,HSC
135708,93092,102473,206,89,4200,2620,638,30,241,34,556,1559,42945,10_E3,HSC
113850,92808,96602,56,236,3321,623,723,691,240,130,342,654,43354,10_E4,HSC
140073,91142,113849,-22,184,5102,2833,1537,709,269,71,369,1819,44185,10_E5,HSC
130773,94887,116998,221,39,6126,1912,1751,581,178,106,416,2129,46074,10_E6,HSC
101768,89069,122731,16,116,5801,4871,1394,206,143,62,351,2680,46522,10_E7,HSC
146234,94817,120221,175,143,6261,130,611,511,189,132,458,1151,47457,10_E8,HSC
134426,90885,113474,155,91,4308,1271,1598,857,198,18,356,1344,48232,10_E9,HSC
153000,92907,88072,57,66,6575,281,2254,263,94,71,513,2104,48999,10_E10,HSC
103599,86451,110450,209,130,5046,1001,1061,752,146,81,251,1390,49626,10_E11,HSC
141916,88845,94688,259,101,3118,4886,951,410,312,68,503,1668,49926,10_E12,HSC
129613,93711,76752,-3,65,2949,2952,1436,213,201,51,509,2259,63647,10_F1,HSC
129344,87676,92995,21,129,4523,900,648,579,214,202,461,722,63181,10_F2,HSC
73634,80848,114407,65,102,1389,2153,468,83,299,28,335,1018,59057,10_F3,HSC
94190,82724,59216,140,97,3172,1880,1011,584,97,19,251,1037,58343,10_F4,HSC
140717,89240,83237,-16,156,4727,5714,2705,471,139,-42,429,1908,57431,10_F5,HSC
118181,86002,88758,189,128,3500,1686,730,675,243,70,331,1188,57199,10_F6,HSC
141715,89717,82866,290,71,4085,680,2851,150,188,121,458,1919,55109,10_F7,HSC
116484,91647,123343,237,135,5804,3810,558,936,131,57,331,2064,54793,10_F8,HSC
176867,104305,127160,127,29,8958,733,2106,449,227,147,564,1714,53652,10_F9,HSC
95985,87337,127562,201,141,4538,3100,1068,452,139,48,365,1417,53046,10_F10,HSC
157292,93214,87678,97,46,3949,533,1701,159,122,99,234,1113,51527,10_F11,HSC
131083,87448,95848,438,180,5900,4519,2317,305,257,69,426,1792,50559,10_F12,HSC
123666,90668,106086,147,196,6508,1625,1388,646,152,77,332,1066,64170,10_G1,HSC
124694,88214,84709,44,96,3479,651,670,627,173,118,365,1225,66752,10_G2,HSC
161657,98075,74183,106,98,3280,2141,1299,483,149,120,295,1253,69015,10_G3,HSC
133129,88997,129972,82,46,3837,2022,1219,742,273,111,462,1695,69562,10_G4,HSC
147303,89693,73948,199,26,3623,1547,647,571,95,49,323,776,70101,10_G5,HSC
