Plate_well,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
5_A3,AML3,AML_151044_Plate5_A3_A03_003.fcs,30462,10518,9885,9541,5,0.052,22,0.23,185344,118400,7,0.073,86,0.82,0.87,11773,3234,262080,262080,76,0.72,0.77,12874,3634,262080,262080,768,128064,43584,53312,13504,2509,5593,180288,113024,TRUE,5_A3,92656,101803,15945,88,26,1262,99,407,-116,20,-1,453,1875,1756,HSC
5_A4,AML3,AML_151044_Plate5_A4_A04_004.fcs,12534,12480,12000,7241,29,0.4,0,0,NA,NA,2822,39,2428,19.5,20.2,2119,5451,186368,69632,2425,19.4,20.2,2119,5451,186368,69632,0,188416,49024,185280,45696,1968,4273,111168,57216,TRUE,5_A4,69693,85600,14936,317,19,1201,-67,1661,10,-6,-55,413,2406,1995,HSC
5_A5,AML3,AML_151044_Plate5_A5_A05_005.fcs,3749,3705,3524,1751,550,31.4,151,8.62,206784,54592,550,31.4,1234,33.3,35,4692,9427,221568,98560,1228,33.1,34.8,4701,9491,221632,98752,0,181632,41024,175168,43584,927,6699,190144,46976,TRUE,5_A5,70543,85782,12779,-2,27,1395,15,911,16,7,-65,517,2001,2192,HSC
5_A6,AML3,AML_151044_Plate5_A6_A06_006.fcs,5787,5765,5454,3057,30,0.98,1,0.033,228544,41728,1706,55.8,1144,19.8,21,2060,3967,182656,65280,1144,19.8,21,2060,3967,182656,65280,0,157184,45056,173568,46912,1544,3478,130816,52160,TRUE,5_A6,74646,87551,15545,173,6,1112,318,1130,-26,20,-29,463,1647,2379,HSC
5_A7,AML3,AML_151044_Plate5_A7_A07_007.fcs,3146,3048,2948,1337,9,0.67,2,0.15,214784,64704,1023,76.5,865,28.4,29.3,2087,5862,173056,63296,862,28.3,29.2,2091,5862,173120,63360,0,188992,45952,176192,48896,1424,3326,185728,64704,TRUE,5_A7,58686,82230,13024,128,28,1389,258,957,-52,22,-29,338,2027,2578,HSC
5_A8,AML3,AML_151044_Plate5_A8_A08_008.fcs,8927,8744,8400,3538,13,0.37,3,0.085,46336,33920,1018,28.8,2958,33.8,35.2,3016,3240,227968,94016,2944,33.7,35,3004,3246,227328,93824,3,136256,45184,161408,53248,2002,5622,101120,60160,TRUE,5_A8,64242,84719,13882,150,-12,1157,-3,1886,-73,40,-54,360,2218,2793,HSC
5_A9,AML3,AML_151044_Plate5_A9_A09_009.fcs,4572,3527,3343,2992,48,1.6,213,7.12,216640,71680,26,0.87,97,2.75,2.9,3145,1287,257728,107584,79,2.24,2.36,3040,1355,248576,97152,49,165312,40576,166784,43008,2337,6436,230016,88384,TRUE,5_A9,82666,95811,17491,47,22,1440,32,1278,19,10,77,318,1184,3008,HSC
5_A10,AML3,AML_151044_Plate5_A10_A10_010.fcs,13032,12860,12491,10100,5314,52.6,3198,31.7,177216,42112,289,2.86,1668,13,13.4,3878,5664,177600,69568,1579,12.3,12.6,3959,5925,177600,70080,18,169728,34048,174784,38528,970,19049,172096,37056,TRUE,5_A10,72463,87580,13903,139,10,1231,86,390,-116,28,-28,367,1629,3202,HSC
5_A11,AML3,AML_151044_Plate5_A11_A11_011.fcs,16764,16698,16233,12314,7338,59.6,4578,37.2,173696,48256,67,0.54,2861,17.1,17.6,6602,4893,257024,115904,2601,15.6,16,6987,5158,257920,119296,3,164096,36736,161856,49856,970,36796,167808,40896,TRUE,5_A11,74426,84477,13481,108,17,1193,-26,518,9,14,-9,418,1648,3450,HSC
5_A12,AML3,AML_151044_Plate5_A12_A12_012.fcs,6873,4714,4531,3416,222,6.5,486,14.2,162240,53888,169,4.95,759,16.1,16.8,2660,3568,197952,89152,709,15,15.6,2634,3769,198848,90496,81,156352,40704,159360,40320,1585,15578,161920,51520,TRUE,5_A12,78892,89635,16326,78,33,828,203,745,-152,31,14,346,1650,3693,HSC
5_B4,AML3,AML_151044_Plate5_B4_B04_013.fcs,75627,72470,70187,34180,484,1.42,31,0.091,203584,63616,22629,66.2,19245,26.6,27.4,2080,3064,158144,57280,19225,26.5,27.4,2080,3070,158208,57280,74,182272,42176,168832,41984,1030,3469,191616,53184,TRUE,5_B4,71547,89575,24003,67,41,1733,555,2627,15,13,-122,474,2292,5672,HSC
5_B5,AML3,AML_151044_Plate5_B5_B05_014.fcs,557,539,511,282,2,0.71,0,0,NA,NA,149,52.8,14,2.6,2.74,2037,2681,166976,57920,14,2.6,2.74,2037,2681,166976,57920,0,178176,35584,174336,34240,1042,2804,200192,38720,TRUE,5_B5,71864,88942,13943,-6,21,975,-61,1703,-127,17,25,287,1932,5402,HSC
5_B6,AML3,AML_151044_Plate5_B6_B06_015.fcs,4874,4566,4358,4031,0,0,0,0,NA,NA,8,0.2,61,1.34,1.4,1748,5688,172992,61760,61,1.34,1.4,1748,5688,172992,61760,46,NA,NA,172416,47104,2957,7985,99456,66688,TRUE,5_B6,70963,85278,12523,50,-6,1011,3,1385,-99,7,-61,326,2528,5212,HSC
5_B7,AML3,AML_151044_Plate5_B7_B07_016.fcs,898,882,825,660,0,0,0,0,NA,NA,185,28,3,0.34,0.36,2099,1758,172288,61824,3,0.34,0.36,2099,1758,172288,61824,0,NA,NA,175808,38080,1379,2965,178304,76288,TRUE,5_B7,67163,84887,14461,216,21,899,268,1097,4,31,-24,314,1620,4964,HSC
5_B9,AML3,AML_151044_Plate5_B9_B09_017.fcs,43833,42603,41660,20508,4314,21,362,1.77,229056,64064,7911,38.6,14299,33.6,34.3,4116,2771,226304,104256,14281,33.5,34.3,4116,2771,226304,104128,4,185408,39744,168512,42816,737,5727,189376,41856,TRUE,5_B9,65587,92459,24029,53,-13,986,353,2417,34,20,28,334,2180,4552,HSC
5_B10,AML3,AML_151044_Plate5_B10_B10_018.fcs,3064,3031,2721,2330,4,0.17,1,0.043,73856,39424,64,2.75,184,6.07,6.76,8226,6432,262080,147328,175,5.77,6.43,8081,6747,262080,143232,0,178560,35840,175296,42304,2799,7985,91904,60096,TRUE,5_B10,74261,87039,15547,-9,41,1387,-33,1667,-117,14,-80,369,1242,4332,HSC
5_C4,AML3,AML_151044_Plate5_C4_C04_019.fcs,5314,5271,5075,1752,270,15.4,53,3.03,215296,58688,1201,68.6,2369,44.9,46.7,5951,3678,228160,102464,2365,44.9,46.6,5951,3693,228096,102464,0,180992,40896,179648,43520,920,5051,187200,43456,TRUE,5_C4,60015,82625,13021,349,14,1822,742,1230,-102,19,-43,360,2820,7160,HSC
5_C6,AML3,AML_151044_Plate5_C6_C06_020.fcs,18021,17912,17343,12176,30,0.25,6,0.049,156736,58240,5093,41.8,1732,9.67,9.99,1822,3649,175232,55168,1727,9.64,9.96,1822,3649,175296,55232,0,160320,38976,168256,38144,1220,3318,166912,47168,TRUE,5_C6,69127,85609,13037,120,25,1390,1272,1802,-95,-1,-55,316,3257,7579,HSC
5_C7,AML3,AML_151044_Plate5_C7_C07_021.fcs,54529,52264,50711,33576,15174,45.2,1242,3.7,224832,65792,12362,36.8,13036,24.9,25.7,4237,2975,200832,88768,13005,24.9,25.6,4237,2981,200704,88704,2,186176,41600,178880,40704,684,6418,188864,43136,TRUE,5_C7,74650,87406,16742,-37,29,1347,18,1437,-74,35,-97,418,2806,7798,HSC
5_C8,AML3,AML_151044_Plate5_C8_C08_022.fcs,13537,13243,12831,5154,67,1.3,17,0.33,221376,58688,1924,37.3,5929,44.8,46.2,4246,2860,225792,96896,5918,44.7,46.1,4246,2860,225664,96832,0,183680,42560,177664,42752,1300,4999,194624,54144,TRUE,5_C8,65641,85722,10956,69,32,1346,6,1384,47,-1,-50,294,1200,8047,HSC
5_C9,AML3,AML_151044_Plate5_C9_C09_023.fcs,27586,26174,25684,10274,29,0.28,8,0.078,221376,60992,5478,53.3,6810,26,26.5,3052,4425,219712,87168,6777,25.9,26.4,3034,4444,219136,86976,44,172224,45376,156544,40256,2107,5266,202816,70656,TRUE,5_C9,59368,84398,16974,65,56,1692,2012,2160,-55,40,-152,444,3327,8268,HSC
5_C10,AML3,AML_151044_Plate5_C10_C10_024.fcs,40361,38037,36902,32434,33,0.1,3,0.00925,191616,44672,8472,26.1,1408,3.7,3.82,1788,3259,183488,63424,1408,3.7,3.82,1788,3259,183488,63424,14,173632,40000,172160,39616,1442,3334,182528,62272,TRUE,5_C10,69130,85107,14124,4,14,819,570,1940,-137,10,-91,341,2372,8465,HSC
5_C11,AML3,AML_151044_Plate5_C11_C11_025.fcs,19372,18595,18162,11329,1161,10.2,169,1.49,225792,68992,3874,34.2,4463,24,24.6,3746,3855,220608,100800,4455,24,24.5,3739,3855,220480,100736,1,184384,46336,173824,50688,851,5280,192192,52096,TRUE,5_C11,74985,91403,12031,5,44,1124,31,968,-64,33,27,283,1447,8677,HSC
5_C12,AML3,AML_151044_Plate5_C12_C12_026.fcs,7463,7435,7118,6349,6,0.095,3,0.047,167552,37312,348,5.48,270,3.63,3.79,2297,5616,183872,65472,270,3.63,3.79,2297,5616,183872,65472,0,146432,41536,180864,43136,2655,6645,100032,61952,TRUE,5_C12,79442,92040,21348,101,53,1450,-67,1467,-97,18,-109,337,2694,8933,HSC
5_D1,AML3,AML_151044_Plate5_D1_D01_027.fcs,11452,7411,7066,3991,1117,28,1546,38.7,159360,41536,283,7.09,2074,28,29.4,4176,5737,170560,65728,1805,24.4,25.5,4299,6240,170432,67904,605,172224,39296,156480,41856,1384,28474,164544,40896,TRUE,5_D1,68005,85851,12653,119,77,2092,-18,1137,-112,11,-110,294,2364,11540,HSC
5_D2,AML3,AML_151044_Plate5_D2_D02_028.fcs,3120,3041,2923,2413,1596,66.1,311,12.9,200256,56896,39,1.62,258,8.48,8.83,3151,4254,175936,75648,248,8.16,8.48,3151,4462,175488,75712,2,170176,38592,162752,38208,789,9813,174592,41728,TRUE,5_D2,80788,89872,16987,80,28,1500,-92,2233,36,20,20,380,2414,11332,HSC
5_D3,AML3,AML_151044_Plate5_D3_D03_029.fcs,29597,29196,28194,11230,250,2.23,13,0.12,236416,76608,9660,86,12200,41.8,43.3,3299,3022,188992,72000,12179,41.7,43.2,3299,3022,188992,72064,2,188864,45504,176704,41344,922,3469,196480,52544,TRUE,5_D3,68000,89025,13497,122,-8,1183,4,2494,-96,12,-17,276,1629,11135,HSC
5_D4,AML3,AML_151044_Plate5_D4_D04_030.fcs,15679,5373,4936,3736,51,1.37,4,0.11,245440,70336,590,15.8,18,0.34,0.36,2087,3800,234816,81920,17,0.32,0.34,2087,4509,236928,81920,1460,202240,54528,186432,43968,964,3277,213248,58112,TRUE,5_D4,67330,85178,14000,202,13,996,14,601,-7,19,-21,231,1651,10919,HSC
5_D5,AML3,AML_151044_Plate5_D5_D05_031.fcs,16129,15992,15472,11548,8392,72.7,2052,17.8,181568,49920,523,4.53,1732,10.8,11.2,5787,2619,226944,103872,1669,10.4,10.8,6028,2702,229760,107520,3,176000,39616,164608,41792,781,12204,177344,41728,TRUE,5_D5,74420,88647,13702,13,3,1073,34,1040,15,26,37,353,1617,10708,HSC
5_D6,AML3,AML_151044_Plate5_D6_D06_032.fcs,44105,42819,41773,19007,114,0.6,17,0.089,214400,65664,12143,63.9,15729,36.7,37.7,3010,3441,181952,69376,15716,36.7,37.6,3010,3441,181888,69312,36,172992,40320,172032,38528,1627,3486,226112,76416,TRUE,5_D6,76082,86882,13137,15,13,1274,125,1578,14,26,-92,459,1973,10508,HSC
5_D7,AML3,AML_151044_Plate5_D7_D07_033.fcs,30803,27617,26663,23039,97,0.42,8,0.035,183296,46144,15394,66.8,1783,6.46,6.69,2457,6821,170112,63168,1782,6.45,6.68,2457,6821,170112,63168,364,169984,41728,173376,41792,1270,2965,192704,59648,TRUE,5_D7,72350,86441,12709,115,-5,1198,-12,555,-103,34,-23,365,2211,10246,HSC
5_D8,AML3,AML_151044_Plate5_D8_D08_034.fcs,29702,28482,27787,18527,4345,23.5,358,1.93,242560,67776,10622,57.3,6405,22.5,23.1,5799,2750,260416,123968,6398,22.5,23,5799,2750,260224,123904,2,196928,43904,187328,42304,737,5307,201088,46080,TRUE,5_D8,78168,88450,19641,36,22,1503,7,948,33,51,-59,337,1808,10022,HSC
5_D11,AML3,AML_151044_Plate5_D11_D11_035.fcs,11790,11625,11266,4691,205,4.37,13,0.28,234304,68736,3414,72.8,5206,44.8,46.2,4821,3126,239552,108288,5195,44.7,46.1,4811,3132,239488,108160,0,186880,41728,174336,41216,860,4734,190400,46208,TRUE,5_D11,72942,86174,16257,63,15,1532,678,891,-49,12,-97,334,1173,9367,HSC
5_E1,AML3,AML_151044_Plate5_E1_E01_036.fcs,19473,6528,6005,4142,575,13.9,402,9.71,170304,51776,35,0.85,300,4.6,5,2905,4290,172416,74624,258,3.95,4.3,3107,5750,177216,78592,964,163968,38144,152640,48320,1114,14588,169856,46144,TRUE,5_E1,75311,89159,19345,73,36,1674,377,1034,8,50,46,382,2445,11749,HSC
5_E2,AML3,AML_151044_Plate5_E2_E02_037.fcs,15883,15806,15256,7712,15,0.19,1,0.013,219520,96832,2601,33.7,5818,36.8,38.1,3427,4228,212096,82368,5810,36.8,38.1,3427,4237,212096,82368,1,176576,41216,179840,41024,2599,5012,102400,59200,TRUE,5_E2,65454,84307,13571,-62,44,1442,186,3326,-30,12,-98,389,2338,12035,HSC
5_E3,AML3,AML_151044_Plate5_E3_E03_038.fcs,30094,29778,28470,11143,31,0.28,2,0.018,204672,50944,5936,53.3,10314,34.6,36.2,2424,5837,167936,57216,10261,34.5,36,2424,5849,167936,57216,4,172736,44160,169152,39232,1358,3351,165312,53184,TRUE,5_E3,74819,89063,15709,176,39,1968,21,1954,-140,5,-60,476,2523,12255,HSC
5_E4,AML3,AML_151044_Plate5_E4_E04_039.fcs,22779,22521,21871,13942,6491,46.6,454,3.26,227264,65280,5745,41.2,5096,22.6,23.3,5257,2599,209600,85632,5080,22.6,23.2,5268,2604,209600,85696,3,186816,41600,178176,38656,690,6367,189184,42944,TRUE,5_E4,70319,85557,12874,-49,13,1244,28,1284,-208,12,-62,299,2034,12456,HSC
5_E5,AML3,AML_151044_Plate5_E5_E05_040.fcs,6106,5997,5774,844,4,0.47,1,0.12,244416,70720,231,27.4,4347,72.5,75.3,4272,3253,228672,92352,4345,72.5,75.3,4272,3253,228608,92352,0,168256,44352,164096,38208,3126,6436,98112,62272,TRUE,5_E5,67469,85097,14471,182,24,1920,55,1318,-99,29,-102,524,1334,12716,HSC
5_E6,AML3,AML_151044_Plate5_E6_E06_041.fcs,4148,4021,3871,2821,14,0.5,0,0,NA,NA,1729,61.3,43,1.07,1.11,1751,3723,186304,70848,43,1.07,1.11,1751,3723,186304,70848,0,173120,41600,180224,43904,1163,2972,197760,52544,TRUE,5_E6,74786,88390,13978,180,10,1184,52,1606,-39,21,-78,376,1791,12961,HSC
5_E7,AML3,AML_151044_Plate5_E7_E07_042.fcs,41940,40751,39458,27004,425,1.57,271,1,220928,56960,7643,28.3,6889,16.9,17.5,3319,2072,203968,87232,6829,16.8,17.3,3299,2083,203328,86720,12,183744,38208,181120,42880,1355,4626,210688,56320,TRUE,5_E7,72243,86643,19916,47,41,1526,92,816,-80,45,11,359,2574,13209,HSC
5_E8,AML3,AML_151044_Plate5_E8_E08_043.fcs,39757,39124,38102,22374,33,0.15,10,0.045,227072,72960,8130,36.3,9340,23.9,24.5,2396,4125,168768,61056,9333,23.9,24.5,2396,4125,168768,61120,16,166272,43136,170240,38336,2029,4273,213952,76544,TRUE,5_E8,81260,90491,16735,30,26,1925,36,1100,-132,37,-1,590,3216,13434,HSC
5_E9,AML3,AML_151044_Plate5_E9_E09_044.fcs,1360,609,494,474,1,0.21,0,0,NA,NA,8,1.69,6,0.99,1.21,1935,2424,190656,59200,6,0.99,1.21,1935,2424,190656,59200,37,50944,28672,163520,34944,3723,5712,86144,29376,TRUE,5_E9,80173,92711,17474,116,33,1104,-17,496,-23,3,48,342,1811,13641,HSC
5_E10,AML3,AML_151044_Plate5_E10_E10_045.fcs,27689,26933,26265,15879,1775,11.2,620,3.9,228224,66816,6224,39.2,6807,25.3,25.9,5474,3195,253632,119808,6780,25.2,25.8,5451,3214,253376,119616,2,189952,44736,175744,47296,1016,5377,203072,53760,TRUE,5_E10,59145,82677,16453,94,8,1628,10,1144,-26,12,12,398,1516,13922,HSC
5_E11,AML3,AML_151044_Plate5_E11_E11_046.fcs,296,215,182,171,0,0,0,0,NA,NA,6,3.51,5,2.33,2.75,4643,2593,178624,126080,5,2.33,2.75,4643,2593,178624,126080,0,NA,NA,166144,35200,2549,2653,221440,71872,TRUE,5_E11,70247,87049,15346,12,11,1065,14,1687,-3,29,-68,337,1825,14150,HSC
5_E12,AML3,AML_151044_Plate5_E12_E12_047.fcs,5322,5218,5126,641,313,48.8,7,1.09,202944,73408,183,28.5,4181,80.1,81.6,5837,6474,260736,142592,4175,80,81.4,5837,6488,260736,142400,0,190848,40768,174464,41088,625,6367,190976,41216,TRUE,5_E12,76767,86598,16343,10,22,1202,43,742,20,13,-7,322,2263,14341,HSC
5_F2,AML3,AML_151044_Plate5_F2_F02_048.fcs,28611,28327,27326,14742,73,0.5,1,0.00678,125312,35200,6757,45.8,6414,22.6,23.5,2095,4108,177280,64832,6410,22.6,23.5,2095,4108,177280,64832,5,154176,34304,166976,38080,1163,3075,142848,43392,TRUE,5_F2,55988,82194,15008,-81,20,1670,15,1897,-176,35,0,385,2057,16659,HSC
5_F3,AML3,AML_151044_Plate5_F3_F03_049.fcs,4835,4751,4520,1777,19,1.07,0,0,NA,NA,1560,87.8,1723,36.3,38.1,2568,4133,170560,63808,1713,36.1,37.9,2573,4133,170560,64064,1,180224,48576,174144,41472,1292,3190,207424,77248,TRUE,5_F3,64691,83768,13242,72,16,1465,-93,2291,-45,1,-141,892,1831,16468,HSC
5_F5,AML3,AML_151044_Plate5_F5_F05_050.fcs,30066,29311,28427,18816,14191,75.4,1208,6.42,181504,49856,1564,8.31,4990,17,17.6,6146,2702,234688,110592,4939,16.9,17.4,6186,2728,235200,111040,2,175488,37248,154240,38464,631,16543,175872,38080,TRUE,5_F5,69793,86607,11403,-30,2,887,23,881,68,7,59,178,1107,16073,HSC
5_F7,AML3,AML_151044_Plate5_F7_F07_051.fcs,4451,1719,1585,1578,6,0.38,0,0,NA,NA,2,0.13,4,0.23,0.25,4924,4944,229760,121152,4,0.23,0.25,4924,4944,229760,121152,92,152576,26688,46528,16128,491,17471,152576,26688,TRUE,5_F7,83835,92197,15474,-36,12,1041,4,614,-24,12,-26,288,1212,15655,HSC
5_F8,AML3,AML_151044_Plate5_F8_F08_052.fcs,10525,10215,9942,7143,20,0.28,0,0,NA,NA,4938,69.1,1556,15.2,15.7,2761,3878,170624,65024,1553,15.2,15.6,2766,3886,170752,65152,30,166464,45440,155776,39360,1335,3068,167104,50176,TRUE,5_F8,67487,84950,13143,49,-2,1067,328,643,72,16,-3,237,2051,15450,HSC
5_F9,AML3,AML_151044_Plate5_F9_F09_053.fcs,47640,44739,43990,21299,42,0.2,6,0.028,190080,50048,12038,56.5,11269,25.2,25.6,2227,3227,169408,64320,11265,25.2,25.6,2227,3227,169408,64320,69,166272,39360,166720,38592,2279,4295,198912,75456,TRUE,5_F9,73058,86186,14032,132,13,1040,181,1635,-54,24,-18,491,2230,15193,HSC
5_F10,AML3,AML_151044_Plate5_F10_F10_054.fcs,1584,1525,1363,1000,0,0,9,0.9,93184,56128,6,0.6,302,19.8,22.2,16042,15491,262080,180096,298,19.5,21.9,16042,15636,262080,180096,0,NA,NA,147328,35840,2788,9950,91584,59904,TRUE,5_F10,56227,82274,10136,74,21,1795,-63,1531,-1,11,-50,308,2137,14983,HSC
5_G1,AML3,AML_151044_Plate5_G1_G01_055.fcs,11778,11288,10843,2615,77,2.94,3,0.11,242624,88704,1312,50.2,6026,53.4,55.6,4219,7189,222592,102912,6007,53.2,55.4,4219,7189,222592,102912,2,171904,51968,156416,49472,978,3795,172864,57920,TRUE,5_G1,66440,83034,13666,18,81,1846,-1,1868,-15,10,-40,387,2433,17136,HSC
5_G3,AML3,AML_151044_Plate5_G3_G03_056.fcs,12587,12343,11906,6378,3766,59,1801,28.2,180928,51072,235,3.68,3036,24.6,25.5,5737,2957,229504,102976,2722,22.1,22.9,6213,3034,234176,110464,3,174592,40768,166656,46400,880,25549,176768,43968,TRUE,5_G3,84390,90898,15510,63,98,1388,12,459,-45,32,-25,401,1899,17559,HSC
5_G4,AML3,AML_151044_Plate5_G4_G04_057.fcs,14762,14552,14113,5442,1719,31.6,238,4.37,223808,59520,2283,42,6511,44.7,46.1,6093,3028,218176,100864,6496,44.6,46,6093,3034,218176,100800,2,185024,39744,165568,41344,794,6844,189632,42624,TRUE,5_G4,64792,84160,12131,48,-3,1203,-20,1083,-51,-5,-18,363,1943,17785,HSC
5_G5,AML3,AML_151044_Plate5_G5_G05_058.fcs,6106,6074,5878,2633,5,0.19,1,0.038,202688,53696,604,22.9,2068,34,35.2,2639,5224,172288,59520,2063,34,35.1,2639,5224,172288,59520,0,170816,47680,155136,38464,2619,5911,98816,58304,TRUE,5_G5,72932,87153,15924,23,40,1064,-53,1690,-116,31,77,307,1740,18019,HSC
5_G7,AML3,AML_151044_Plate5_G7_G07_059.fcs,56263,54819,53532,41517,17504,42.2,2139,5.15,193600,52032,15284,36.8,8562,15.6,16,3723,2744,180608,82496,8520,15.5,15.9,3723,2755,180544,82560,1,179200,38528,177216,39616,717,6789,180544,39808,TRUE,5_G7,67840,86487,12241,69,22,907,-45,1161,-62,16,34,301,1795,18486,HSC
5_G8,AML3,AML_151044_Plate5_G8_G08_060.fcs,6130,5928,5779,3310,65,1.96,7,0.21,200512,60736,1735,52.4,1775,29.9,30.7,3366,6559,163392,64960,1771,29.9,30.6,3372,6602,163520,65024,32,166976,38208,158656,40192,840,3814,164352,43264,TRUE,5_G8,67996,83889,13076,-13,13,1124,75,1514,-67,35,-106,396,2811,18706,HSC
5_G9,AML3,AML_151044_Plate5_G9_G09_061.fcs,186,157,142,60,2,3.33,0,0,NA,NA,8,13.3,68,43.3,47.9,6054,3983,236160,103488,68,43.3,47.9,6054,3983,236160,103488,0,169728,43712,150144,57088,1049,3426,136000,36928,TRUE,5_G9,69106,86488,20721,81,-5,2123,22,1897,-189,51,-89,349,2585,18917,HSC
5_G10,AML3,AML_151044_Plate5_G10_G10_062.fcs,6347,6179,5969,4961,17,0.34,3,0.06,182016,46144,3532,71.2,106,1.72,1.78,1693,4049,175744,54784,105,1.7,1.76,1693,4049,177536,54784,0,167616,37760,175552,38336,1256,3143,185600,55296,TRUE,5_G10,62482,83283,10745,207,22,1114,60,1033,22,17,-28,273,2240,19112,HSC
5_G11,AML3,AML_151044_Plate5_G11_G11_063.fcs,37345,34444,33617,20589,53,0.26,18,0.087,196480,67904,11833,57.5,4682,13.6,13.9,2495,4444,171072,73792,4672,13.6,13.9,2490,4444,171072,73728,20,166080,44608,167872,46720,1825,4520,200320,78208,TRUE,5_G11,63094,82133,14292,53,30,1310,60,894,-106,29,-38,536,3122,19310,HSC
5_G12,AML3,AML_151044_Plate5_G12_G12_064.fcs,10880,10763,10375,6329,275,4.35,12,0.19,181440,49408,4715,74.5,3231,30,31.1,3201,4821,161728,69696,3231,30,31.1,3201,4821,161728,69696,0,184768,40896,168448,39232,779,3673,191360,46080,TRUE,5_G12,68526,84907,10862,25,21,1022,297,995,-79,19,-46,359,1406,19527,HSC
5_H1,AML3,AML_151044_Plate5_H1_H01_065.fcs,2372,2291,2100,1427,41,2.87,2,0.14,184320,88896,869,60.9,202,8.82,9.62,1870,6588,190848,78272,202,8.82,9.62,1870,6588,190848,78272,0,172800,55808,174976,59392,1136,2908,187264,74880,TRUE,5_H1,64645,82667,11619,78,-9,793,-104,1913,-131,11,-72,306,1373,22195,HSC
5_H2,AML3,AML_151044_Plate5_H2_H02_066.fcs,4750,4711,4342,2448,22,0.9,1,0.041,196992,44480,1084,44.3,428,9.09,9.86,1771,5370,182656,65664,426,9.04,9.81,1771,5370,182656,65664,0,182336,42304,173504,39552,1159,3090,157312,49664,TRUE,5_H2,62079,80587,12851,167,25,804,-43,1711,2,17,25,333,1442,21977,HSC
5_H3,AML3,AML_151044_Plate5_H3_H03_067.fcs,1180,1142,927,849,0,0,0,0,NA,NA,41,4.83,30,2.63,3.24,8814,11560,203520,109312,29,2.54,3.13,8814,12904,203520,109312,3,NA,NA,154560,44160,2629,7145,71040,49856,TRUE,5_H3,74160,87412,14337,85,0,1286,-12,1128,-8,17,11,328,1471,21780,HSC
5_H4,AML3,AML_151044_Plate5_H4_H04_068.fcs,26638,25984,25052,15658,12063,77,889,5.68,206016,57472,1520,9.71,6277,24.2,25.1,6559,3434,237120,117248,6241,24,24.9,6588,3455,237120,117504,2,180480,39360,170048,42176,669,13704,181632,40320,TRUE,5_H4,69161,85243,15846,39,-2,1370,-116,2190,-169,22,-141,350,2127,21578,HSC
5_H5,AML3,AML_151044_Plate5_H5_H05_069.fcs,7319,7269,6975,4388,1339,30.5,154,3.51,231040,63232,1956,44.6,1431,19.7,20.5,3113,6645,177408,77056,1427,19.6,20.5,3113,6645,177408,77120,1,188096,42368,179968,41984,800,5377,193472,45120,TRUE,5_H5,67562,83919,14135,222,23,899,-10,1713,-44,16,-52,281,2065,21355,HSC
5_H6,AML3,AML_151044_Plate5_H6_H06_070.fcs,2507,480,419,403,1,0.25,0,0,NA,NA,2,0.5,1,0.21,0.24,25277,13860,262080,207744,1,0.21,0.24,25277,13860,262080,207744,177,185280,42304,169280,38592,541,13133,185280,42304,TRUE,5_H6,76941,86720,14799,209,35,1363,164,1523,-141,25,-43,274,2002,21118,HSC
5_H9,AML3,AML_151044_Plate5_H9_H09_071.fcs,5803,5736,5444,4838,24,0.5,4,0.083,144384,60992,2871,59.3,50,0.87,0.92,1579,5604,195456,86528,50,0.87,0.92,1579,5604,195456,86528,0,170048,46592,175296,53824,1278,2965,194368,71872,TRUE,5_H9,50539,82479,20833,141,5,1594,182,834,0,33,38,392,2061,20430,HSC
5_H10,AML3,AML_151044_Plate5_H10_H10_072.fcs,35099,33829,32222,20591,53,0.26,12,0.058,197824,48320,5540,26.9,6045,17.9,18.8,2793,2231,203072,95104,6013,17.8,18.7,2782,2231,202880,94848,10,167808,41728,171072,44608,2514,6022,154944,57536,TRUE,5_H10,64043,82063,15313,181,-2,549,320,892,30,25,2,307,960,20172,HSC
5_H12,AML3,AML_151044_Plate5_H12_H12_073.fcs,5404,5311,5088,4143,490,11.8,30,0.72,214272,60992,2372,57.3,377,7.1,7.41,2275,6588,160768,66048,377,7.1,7.41,2275,6588,160768,66048,2,182656,42432,172224,42176,738,4273,188032,44864,TRUE,5_H12,75389,87913,14693,40,2,1336,21,764,-2,45,-34,323,1750,19721,HSC
