sample_number,Exp,Day,Plate_well.x,Sort_id,Snumber,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,Plate_well.y,Single_cells,CD45.x,Ery,NK,Mono,Neut,CD66bneg,CD66bpos,CD14_MFI,CD15_MFI,CD66b_MFI,GlyA_MFI,Gran_freq,Mono_freq,GlyA_freq,CD66bpos_freq,CD66bneg_freq,FSC,FSC-W,SSC,CD33,CD34,CD45RA,CD90,CD49f,CD38,CD19,CD7/10,Zom,CD45.y,Time,Sample,Cell_seeded
918,LEUK14,21,1_F7,4_D1,S918,85031,0.6175,0.666,NA,0.64175,DNMT3A Mut,1_F7,1729,933,0,0,234,392,71,301,17408,62133,48725,70.6,46.7,27.9,0.78,76.8,18.1,142313,84194,26047,-124,1585,-36,257,337,355,19,-37,40,532,14984,CD34+/CD38- OR GMP,HSC
986,LEUK14,21,2_D4,7_E9,S986,89880,0.4336,0.449,NA,0.4413,DNMT3A Mut,2_D4,4033,3904,3,0,1723,1054,428,550,18073,22342,29873,148,27.6,45.1,11.1,52.2,40.6,168449,90395,29499,62,781,4,32,125,503,34,-21,40,623,20105,HSC,HSC
908,LEUK14,21,1_D6,2_H9,S908,94537,0.0159,0.02,NA,0.01795,DNMT3A WT,1_D6,2010,407,2,0,22,39,5,30,1856,5427,34663,289,10.7,6.04,7.24,76.9,12.8,121290,87769,15180,86,1205,-36,152,118,382,0,-21,47,848,30871,CD34+/CD38- OR GMP,HSC
1033,LEUK14,21,2_B11,7_A8,S1033,94724,0.5453,0.558,NA,0.55165,DNMT3A Mut,2_B11,15926,15645,9,1,1385,10109,1151,8607,5060,26384,55552,113,65.8,9.01,3.82,85.1,11.4,187288,91308,35823,-92,811,16,-48,558,419,38,6,35,720,3276,HSC,HSC
1012,LEUK14,21,2_B8,6_H10,S1012,96040,0.3591,0.386,NA,0.37255,DNMT3A Mut,2_B8,32512,31996,15,8,7024,3806,3253,341,2992,7430,6253,194,12,22.1,8.23,8.96,85.5,114421,85457,28297,148,575,-44,309,-94,368,7,-23,15,1024,46850,HSC,HSC
933,LEUK14,21,1_E9,3_H7,S933,99945,0.0174,0.015,NA,0.0162,DNMT3A WT,1_E9,56,4,0,0,2,1,0,1,3991,9156,60196,-99,25,50,0,100,0,147475,87499,14903,-17,769,28,2264,596,293,-8,-43,20,868,28184,CD34+/CD38- OR GMP,HSC
897,LEUK14,21,1_A5,1_A12,S897,103955,0.1746,0.194,NA,0.18430000000000002,DNMT3A Mut,1_A5,346,339,1,0,3,98,56,35,27345,153895,24508,488,34.8,1.06,14.3,35.7,57.1,162026,87119,22754,43,388,206,-2,190,716,28,-25,52,432,4902,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
911,LEUK14,21,1_G6,4_H3,S911,108160,0.4969,0.538,NA,0.51745,DNMT3A Mut,1_G6,1145,966,3,0,51,724,93,588,18633,122418,44548,96.4,77.3,5.44,2.41,81.2,12.8,151936,86822,20011,24,408,14,33,344,319,8,-42,40,637,29113,CD34+/CD38- OR GMP,HSC
885,LEUK14,21,1_E3,3_E6,S885,110380,0.3284,0.361,NA,0.3447,DNMT3A Mut,1_E3,12570,7053,0,0,727,4846,1029,3506,6573,30891,35336,27,69.6,10.4,0.33,72.3,21.2,164217,87974,18318,89,406,1,134,-4,362,-1,10,9,579,17289,CD34+/CD38- OR GMP,HSC
910,LEUK14,21,1_F6,4_C11,S910,128213,0.4548,0.491,NA,0.4729,DNMT3A Mut,1_F6,11196,6192,0,0,1507,3769,552,3089,12467,55148,53955,38.5,61.8,24.7,0.28,82,14.6,135400,86586,24529,83,971,-2,771,90,302,19,-38,35,756,10919,CD34+/CD38- OR GMP,HSC
931,LEUK14,21,1_C9,2_C1,S931,200291,0.0505,0.053,NA,0.051750000000000004,DNMT3A Mut,1_C9,570,398,1,0,88,78,9,68,14086,37169,60196,104,27.9,31.4,4.89,87.2,11.5,195834,105734,28754,-48,1514,2,280,424,291,9,-82,21,675,11007,CD34+/CD38- OR GMP,HSC
