Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
7_C11,62632,85164,20989,92,32,657,198,260,-7,37,6,369,898,7988,HSC
7_C12,57193,82515,12944,-82,8,1103,-17,863,-14,16,13,319,1843,8179,HSC
7_D1,63026,83726,12412,180,-4,1504,79,520,-7,21,-69,264,2061,10891,HSC
7_D2,49617,84534,12004,98,36,1308,213,1131,11,44,-67,283,1627,10681,HSC
7_D3,70708,86479,13055,-4,30,1151,-18,413,-32,14,92,313,1385,10479,HSC
7_D4,72082,86978,12152,94,-3,751,-3,1187,-50,20,-65,381,841,10249,HSC
7_D5,68049,84763,13469,40,16,951,47,1279,-49,17,-46,275,1758,10013,HSC
7_D6,69939,96918,9697,121,23,725,29,127,9,34,30,230,1116,9787,HSC
7_D7,60945,81740,11497,149,21,1262,-3,955,-147,39,-21,342,2127,9541,HSC
7_D8,74106,89047,11861,156,18,1040,6,521,-92,27,-7,327,1671,9324,HSC
7_D9,65022,83215,14912,64,15,1351,63,573,-131,45,-34,310,1843,9108,HSC
7_D10,69120,85585,15147,131,25,1359,-75,833,-95,14,-15,452,1834,8879,HSC
7_D11,73626,86639,10741,149,-1,634,41,1211,-12,7,17,366,1087,8625,HSC
7_D12,75036,89404,14550,229,31,1736,18,1747,-124,44,-79,388,2044,8406,HSC
7_E1,63476,83398,11905,98,11,1291,96,657,-111,37,-21,329,2463,11118,HSC
7_E2,65849,85033,13196,277,17,1597,-52,1668,-9,29,-89,343,2092,11305,HSC
7_E3,59419,83932,14056,36,21,1192,728,577,-10,17,-57,407,3405,11521,HSC
7_E4,58338,86505,12235,41,48,1274,-34,1455,-50,44,11,423,2628,11770,HSC
7_E5,69612,88518,12137,179,20,1092,-57,1920,-68,-14,-112,343,2239,11975,HSC
7_E6,54545,85126,12479,29,-1,1091,180,654,-33,13,-59,260,1943,12206,HSC
7_E7,66558,86435,13897,80,36,856,28,713,-15,36,-26,312,1925,12417,HSC
7_E8,67270,83973,13721,76,1,1540,92,504,-66,30,-28,290,2263,12664,HSC
7_E9,76023,87221,15145,90,29,913,10,1436,-17,9,-34,391,2510,12858,HSC
7_E10,54647,81690,15319,38,18,1402,-100,1465,-75,15,114,348,1519,13077,HSC
7_E11,94705,94609,16612,27,24,996,104,658,-29,10,8,299,1685,13285,HSC
7_E12,70400,88588,12200,132,-13,1361,-109,1321,-122,26,43,256,1797,13512,HSC
7_F1,61223,82172,10944,140,37,2116,21,1035,56,27,-41,278,2248,16057,HSC
7_F2,70042,84635,13848,55,36,2175,-22,1639,-144,-3,-115,357,2133,15867,HSC
7_F3,72903,85586,12002,111,28,1673,-69,1667,-86,25,-81,309,2190,15676,HSC
7_F4,64478,82976,17644,-30,27,895,187,1268,5,9,-50,290,1815,15445,HSC
7_F5,54823,81501,10884,-25,63,1356,-116,1381,-48,24,16,334,1644,15251,HSC
7_F6,65700,83937,11386,72,23,805,-32,1851,-6,13,-41,378,1458,15055,HSC
7_F7,81903,92780,15187,290,-1,1024,7,596,121,37,10,310,962,14857,HSC
7_F8,67366,84369,12241,162,42,1005,-33,1562,-85,27,-1,248,1391,14650,HSC
7_F9,62168,85233,19159,74,45,1472,87,2971,-73,45,-80,673,2167,14421,HSC
7_F10,52472,78726,13687,112,25,1462,-25,961,-49,29,-27,315,1279,14189,HSC
7_F11,61458,83645,11924,131,27,1132,72,977,-100,18,-63,327,1505,13938,HSC
7_F12,68457,85216,12593,45,14,903,-11,712,-44,33,40,248,810,13731,HSC
7_G1,52300,80457,9859,67,14,1379,31,755,-82,9,-76,304,1936,16256,HSC
7_G2,73488,86082,16306,262,35,1271,-21,1892,17,18,-59,356,2479,16494,HSC
7_G3,65385,84547,11221,80,29,1054,130,379,-51,-1,10,230,1307,16715,HSC
7_G4,74149,87329,12281,125,13,1295,26,2024,-86,50,113,410,2088,16916,HSC
7_G5,68656,86333,14480,41,16,1291,65,998,-133,-11,-3,316,1282,17125,HSC
7_G6,73106,86088,12362,-26,22,1247,128,1628,-22,10,-56,377,2256,17329,HSC
7_G7,64752,84626,12112,-11,17,943,5,1181,-98,7,3,366,1735,17530,HSC
7_G8,72663,86000,12887,25,24,824,61,647,30,24,61,322,1480,17752,HSC
7_G9,75199,85459,12252,70,19,1253,546,898,-15,21,-80,290,1522,17964,HSC
7_G10,73500,88194,16021,-37,56,2204,-10,481,29,30,-14,322,1558,18178,HSC
7_G11,71015,85313,13725,-38,15,1147,-30,263,-17,35,-17,219,1933,18379,HSC
7_G12,54999,82903,12504,71,4,1359,75,267,0,29,-4,219,1578,18603,HSC
7_H1,67056,85385,11973,150,22,1302,503,996,14,3,-49,309,2706,21112,HSC
7_H2,73672,88939,16590,260,32,1350,51,1085,-62,10,-69,369,2406,20898,HSC
7_H3,54990,80907,12504,40,21,964,814,294,-3,54,-64,306,1838,20700,HSC
7_H4,78124,88292,13137,111,39,1344,-37,647,-148,13,-30,383,1578,20509,HSC
7_H5,74605,87529,18546,52,28,1022,-77,766,-5,17,17,358,1629,20314,HSC
7_H6,70875,90113,14347,127,35,1115,5,1052,3,-1,-11,372,2591,20113,HSC
7_H7,64152,84481,13281,32,56,1517,-52,1130,-31,24,-9,289,1681,19903,HSC
7_H8,80049,92991,14064,160,34,1270,25,1534,-3,31,8,392,1200,19699,HSC
7_H9,70990,87052,13034,173,7,1410,-39,1165,-53,22,-56,288,2110,19489,HSC
7_H10,67375,86501,14609,97,17,1366,59,1600,-23,16,-73,296,1841,19255,HSC
7_H11,59608,82655,9894,42,30,1725,-43,1629,-227,11,-92,479,2066,19026,HSC
7_H12,65574,87871,15999,-31,17,914,98,627,88,24,-13,276,1293,18808,HSC
8_A1,63731,81947,11678,56,-15,767,81,387,0,22,-30,236,1293,571,HSC
8_A2,69125,87693,17142,87,36,1907,146,1097,-251,48,-12,369,2407,819,HSC
8_A3,74200,84671,10942,60,14,1739,-33,455,23,51,32,272,1832,1050,HSC
8_A4,61884,85281,18124,54,3,755,-9,162,36,44,18,459,1635,1244,HSC
8_A5,72055,86019,18067,121,6,1095,86,1641,-23,29,63,354,2455,1459,HSC
8_A6,49779,81029,16069,16,74,1530,370,1039,-126,34,-24,223,1683,1655,HSC
8_A7,62263,82617,11289,25,9,908,169,1468,-107,10,-38,275,1601,1861,HSC
8_A8,53057,78995,8559,162,9,860,108,1643,-1,-9,-24,133,863,2055,HSC
8_A9,65175,83801,17161,22,31,1074,703,517,-106,18,-7,399,1946,2276,HSC
8_A10,55921,83088,17760,21,40,2374,262,2510,-126,30,-74,366,1729,2476,HSC
8_A11,69438,86554,16365,110,31,2395,6,1795,-372,32,-133,428,2400,2760,HSC
8_A12,75761,88315,13502,16,36,1923,-3,1100,-115,31,-30,440,1701,2983,HSC
8_B1,73362,88877,12106,288,38,1225,100,2411,-12,5,-96,349,1916,5704,HSC
8_B2,61047,84628,11825,160,42,1516,39,1607,-54,20,-129,376,3231,5500,HSC
8_B3,74511,89724,13665,27,20,1004,10,476,84,10,-18,245,1482,5296,HSC
8_B4,81026,90722,15647,147,32,1537,137,1176,-31,21,7,355,1909,5074,HSC
8_B5,56102,81091,16142,94,45,1573,28,524,-94,37,-69,326,1627,4845,HSC
8_B6,56540,80779,11978,162,-2,1212,154,757,-46,0,-9,292,1574,4638,HSC
8_B7,73260,85328,16329,98,43,1506,40,857,-78,-4,-19,360,2185,4386,HSC
8_B8,58518,85996,17702,32,-8,1404,18,1718,-8,10,-38,326,1762,4107,HSC
8_B9,63292,83176,14731,142,-13,1374,1,794,-4,45,-39,343,2593,3900,HSC
8_B10,68853,87253,19114,50,15,1334,45,1068,8,29,-21,359,2300,3664,HSC
8_B11,70127,86623,12378,83,20,853,-7,1712,-36,30,-33,397,1982,3436,HSC
8_B12,74595,87018,13336,83,29,1313,8,801,-65,50,-45,371,1789,3186,HSC
8_C1,84875,93270,16747,311,21,1075,-14,182,52,-7,3,313,1200,5905,HSC
8_C2,70495,86432,14725,3,20,1187,61,1574,16,35,0,295,1302,6120,HSC
8_C3,72913,83265,13785,37,5,1378,77,369,78,16,-28,343,1207,6328,HSC
8_C4,77132,87321,14494,134,2,1340,-88,436,-94,21,14,302,1004,6543,HSC
8_C5,77163,89333,12773,125,14,1291,1,764,-76,-5,25,297,2113,6736,HSC
8_C6,57679,82260,15076,78,35,1523,406,510,18,10,58,396,1691,6960,HSC
8_C7,73800,87293,12520,32,-4,1282,46,1762,-81,42,-18,349,1585,7187,HSC
8_C8,60293,83334,12908,-25,11,1252,774,1504,-115,25,-117,255,3105,7389,HSC
8_C9,57650,84612,18260,168,31,2233,-86,3232,-162,30,-92,457,2900,7633,HSC
8_C10,69731,83642,11011,122,8,1310,187,499,-107,22,0,224,1434,7838,HSC
8_C11,77345,87089,18861,62,60,1461,266,1010,57,16,-13,313,826,8041,HSC
8_C12,57793,83290,14906,67,23,1902,463,217,32,22,-150,402,2639,8251,HSC
8_D1,61887,82488,10934,122,46,1514,-59,1522,-81,44,-46,274,2212,10820,HSC
8_D2,66675,84357,14137,138,13,1475,452,1368,-128,37,-63,499,1875,10552,HSC
8_D3,79669,93620,15791,-45,7,865,34,1185,-57,11,121,377,1140,10304,HSC
8_D4,77431,91162,15078,196,11,1127,58,1480,-70,42,-6,262,1183,10091,HSC
8_D5,75325,88737,16690,18,5,1846,121,835,-44,32,-6,335,1910,9901,HSC
8_D6,67898,85531,13466,78,24,858,68,588,-17,-2,-20,324,1391,9708,HSC
8_D7,64386,84835,13003,151,31,1113,20,1118,-14,19,-11,257,1284,9509,HSC
8_D8,73685,87347,15529,135,-10,1148,-31,587,-8,35,-26,351,2362,9291,HSC
8_D9,68635,84062,12154,147,10,1154,-45,2372,-15,34,-71,360,1890,9040,HSC
8_D10,70355,84852,14299,97,42,1487,29,1198,24,41,-14,320,2261,8831,HSC
8_D11,65871,83611,12166,155,0,980,101,1029,28,48,-75,452,1828,8634,HSC
8_D12,78563,86700,15151,41,20,1009,40,1253,-178,12,29,321,1889,8443,HSC
8_E1,59010,81697,8852,171,7,1206,8,1249,-5,29,-86,275,1127,11025,HSC
8_E2,73870,86344,15942,20,3,1359,3,1168,-158,35,-70,478,2997,11271,HSC
8_E3,77170,88351,14628,61,66,1124,29,741,40,24,13,420,1787,11486,HSC
8_E4,59564,83824,14598,-39,-14,754,50,675,10,29,-69,120,1549,11738,HSC
8_E5,72287,90451,10107,-5,28,1456,-23,839,-168,34,-27,381,1422,11934,HSC
8_E6,70480,86758,13532,134,18,1548,558,1328,-47,5,-47,360,1979,12123,HSC
8_E7,81812,90559,18316,213,13,1306,16,390,-6,43,-80,355,2491,12357,HSC
8_E8,66565,84697,11921,99,4,1170,280,770,-20,12,-19,299,1562,12574,HSC
8_E9,68031,85868,13528,45,35,1247,159,2252,-31,30,32,382,2536,12773,HSC
8_E10,67383,85162,14474,9,41,1217,71,1250,-63,27,-26,312,2165,12975,HSC
8_E11,70597,86207,16018,149,28,1194,-19,1727,-2,43,-59,248,1375,13176,HSC
8_E12,70905,87455,13179,141,42,1165,259,1380,-217,28,8,330,1634,13389,HSC
8_F1,79603,89988,13950,174,35,1444,392,536,46,22,-140,217,2333,15884,HSC
8_F2,67246,84973,14629,256,19,1613,-85,812,-102,20,-15,360,1233,15674,HSC
8_F3,63453,86626,12845,122,11,1520,75,882,63,33,-8,342,1624,15470,HSC
8_F4,58470,82421,17069,21,18,544,28,413,6,32,-22,115,775,15250,HSC
8_F5,65763,87632,16785,102,11,846,478,392,37,65,-18,340,1636,15058,HSC
8_F6,56446,81385,11815,105,10,1402,175,800,-79,19,-38,350,1465,14862,HSC
8_F7,54478,78880,7997,78,35,1083,-18,1639,-54,18,-30,320,1508,14671,HSC
8_F8,60411,82797,13441,56,4,1308,331,1556,-102,3,-18,247,1638,14470,HSC
8_F9,74610,87429,22592,115,26,1526,-33,955,-99,29,-40,350,1750,14250,HSC
8_F10,60590,84469,14869,84,-16,1481,10,860,-30,47,-122,372,2603,14036,HSC
8_F11,73802,87739,13101,152,26,1668,546,1311,-161,16,-66,438,2109,13805,HSC
8_F12,55690,81529,11394,172,7,991,4,1186,22,2,-8,366,1578,13594,HSC
8_G1,66696,86017,13200,-68,3,1165,-13,799,-80,22,45,238,1467,16084,HSC
8_G2,59426,83067,11743,122,2,1391,16,885,-170,36,-14,344,1976,16314,HSC
8_G3,67642,84897,13087,143,21,776,80,833,-30,34,3,270,1918,16580,HSC
8_G4,58464,81472,11815,32,22,851,455,465,21,36,-34,350,1558,16770,HSC
8_G5,82219,92295,18418,65,34,1135,354,527,56,34,-5,300,2384,16984,HSC
8_G6,70593,85731,13022,-42,5,1148,98,1768,-105,-3,2,260,992,17186,HSC
8_G7,45866,77961,12135,67,33,783,-5,1686,-34,25,0,233,1538,17373,HSC
8_G8,76754,88441,17826,134,24,1280,-35,527,43,33,25,383,1632,17568,HSC
8_G9,69754,86690,12468,166,-3,902,46,1722,-5,24,21,314,1525,17767,HSC
8_G10,88007,92467,17165,-39,27,1695,-107,952,-73,35,-8,367,1932,17968,HSC
8_G11,78889,89409,16896,168,-3,1370,226,551,-132,54,23,423,2041,18165,HSC
8_G12,56810,81612,15433,76,19,656,64,176,-45,30,-22,418,1249,18413,HSC
8_H1,77389,87940,14011,161,42,1276,44,891,-60,50,-13,337,1770,21266,HSC
8_H2,63297,84604,8952,113,9,813,15,790,-91,18,2,246,1600,21069,HSC
8_H3,64005,83237,15392,115,7,720,481,291,35,24,-20,351,1491,20833,HSC
8_H4,75754,88895,11539,47,-5,1235,-19,1217,-99,-2,-74,204,1421,20522,HSC
8_H5,66936,82835,13310,69,19,883,94,1502,36,29,-10,308,1202,20316,HSC
8_H6,65926,84055,10595,-17,16,1165,349,1481,-78,0,56,239,1540,20073,HSC
8_H7,83886,93543,16774,59,-1,1681,32,852,-45,18,-73,340,2159,19815,HSC
8_H8,74659,88895,14117,182,28,1593,-65,1294,-79,17,-72,363,1789,19533,HSC
8_H9,67754,87618,13350,118,15,1570,133,1760,-67,31,-117,286,2399,19314,HSC
8_H10,64240,85495,12164,136,25,1450,-60,1679,-71,26,-79,291,1521,19101,HSC
8_H11,55681,83053,12635,45,31,1591,67,985,-55,48,-99,328,1545,18874,HSC
8_H12,80131,92091,15881,-12,18,631,-18,1518,-17,22,-1,336,1182,18641,HSC
9_A1,60366,84627,19810,113,15,2237,1301,993,-62,45,-118,328,2167,687,HSC
10_A1,62649,85846,12286,69,0,1269,-18,940,-34,32,-57,300,1992,885,HSC
10_A2,72962,86261,16318,51,20,1179,-16,1221,-42,41,-23,383,2425,1130,HSC
10_A3,50004,84052,12682,103,18,872,-33,993,-8,3,25,314,1246,1673,HSC
10_A4,80383,89365,22171,-69,6,1207,33,614,9,13,-40,323,1979,2290,HSC
10_A5,80813,97350,20216,153,2,1531,338,697,111,5,-66,310,1937,4339,HSC
10_A6,70500,85916,15007,74,17,1127,46,855,-30,47,16,361,1661,4647,HSC
10_A7,68701,88074,12197,114,-2,924,-9,603,-27,39,19,201,1354,5133,HSC
10_A8,66548,84747,12587,83,27,1537,397,1764,-72,9,-127,310,1716,5962,HSC
10_A9,74751,88822,18590,116,-3,1191,146,1173,6,6,-37,297,1283,6236,HSC
10_A10,74379,87661,17303,62,30,1168,36,1124,-21,19,-66,347,2317,6481,HSC
10_A11,61644,83743,11741,47,10,1417,198,1248,-155,27,-27,265,1267,8651,HSC
10_A12,62075,83953,12004,138,50,1491,-43,1793,-86,26,-98,319,1796,9145,HSC
10_B1,47954,80523,18402,-49,28,1175,-35,1371,-84,15,-7,288,1591,19103,HSC
10_B2,73346,88772,14312,122,8,1445,-53,1646,-164,13,-63,377,1641,18494,HSC
10_B3,67076,84032,15315,93,-25,1538,-17,1217,-152,13,-98,292,1543,17609,HSC
10_B4,63024,86142,12057,223,23,1330,-39,1435,-69,26,-55,252,1737,16510,HSC
10_B5,63891,86307,12252,0,2,1234,53,1343,-115,3,5,282,1710,15770,HSC
10_B6,70412,91079,11361,132,17,1135,-36,261,67,12,-19,216,1591,15287,HSC
10_B7,45468,79512,13741,107,34,1331,1082,1105,-71,37,-88,313,2603,14058,HSC
10_B8,59989,83360,12325,80,41,1936,58,930,-159,22,-22,291,2184,13160,HSC
10_B9,63138,83030,13634,226,26,1173,51,1557,37,6,-48,210,1502,12213,HSC
10_B10,72968,90166,11991,289,51,2461,245,951,-194,35,67,1239,584,11721,HSC
10_B11,65063,83172,16145,335,26,918,541,1933,-63,11,-48,280,2028,11261,HSC
10_B12,46607,83124,18104,205,-7,1899,119,638,-45,20,-71,406,2087,10464,HSC
10_C1,60982,83635,14112,123,24,1106,-21,1323,-86,2,-65,234,1982,19549,HSC
10_C2,73477,87375,16614,153,8,1154,41,989,-38,-2,-41,327,2055,19918,HSC
10_C3,78429,90607,16412,36,17,1204,-37,1017,-91,18,-35,291,961,20325,HSC
10_C4,60788,83891,11589,164,13,1099,-62,2378,-34,28,-65,299,1063,21089,HSC
10_C5,67428,85971,13682,53,2,951,148,658,76,25,-38,232,1627,21418,HSC
10_C6,69145,84265,11428,413,5,1296,693,988,-67,3,-43,231,1078,21743,HSC
10_C7,53216,84953,14161,316,5,1243,6,804,-59,27,8,351,584,22121,HSC
10_C8,72763,88599,19454,147,4,1201,28,1207,-64,33,-38,310,1766,22621,HSC
10_C9,67603,83532,14225,160,21,1326,-3,1301,-2,29,-29,205,813,23251,HSC
10_C10,77870,93405,19985,-17,17,1483,-8,381,112,18,-3,273,879,23529,HSC
10_C11,71148,87313,15392,21,17,1167,942,696,-28,7,-62,273,1529,23973,HSC
10_C12,74744,94438,14160,48,12,863,29,914,-77,28,-43,241,1136,24952,HSC
10_D1,61440,83433,12860,84,39,1410,283,920,-49,-3,-14,304,1952,31743,HSC
10_D2,68737,87654,12928,-11,15,1722,102,1184,-9,12,-68,347,2668,31147,HSC
10_D3,74501,87595,12409,152,19,1546,83,852,-81,-3,-44,337,1546,29485,HSC
10_D4,62605,81842,10191,75,42,1343,-11,1936,-44,9,-75,276,1510,29048,HSC
10_D5,70152,86318,14877,300,19,1017,-29,2321,10,34,-54,270,2421,28524,HSC
10_D6,84374,93263,18932,61,36,1863,-35,634,-165,28,-95,513,1358,27991,HSC
10_D7,59277,84176,10939,128,24,1005,-22,1132,-66,20,15,186,1280,27305,HSC
10_D8,74359,89092,11188,159,36,1976,133,1037,-10,21,-109,585,1431,26925,HSC
10_D9,64564,84205,13211,38,45,1242,0,1631,9,27,-100,262,2151,26437,HSC
10_D10,63705,88921,16244,-36,22,1547,59,1731,-111,11,-53,337,1222,26150,HSC
10_D11,61875,82775,10621,85,23,835,-29,228,-47,10,-42,138,885,25731,HSC
10_D12,63998,85089,12929,158,52,1474,91,485,-18,-12,-43,263,1575,25404,HSC
10_E1,77215,88513,20820,101,7,927,-24,928,-31,16,-67,337,2484,32146,HSC
10_E2,60165,82736,11887,99,-11,890,-6,1893,-50,4,-12,204,976,33530,HSC
10_E3,64222,82674,11550,19,30,1103,-25,1507,-83,35,-9,275,678,33777,HSC
10_E4,72174,87016,16720,-22,-3,1092,40,748,-62,18,-34,321,2339,34111,HSC
10_E5,74745,87860,11202,105,16,1241,-8,681,-45,11,-5,326,336,35252,HSC
10_E6,66812,87333,18762,33,-4,989,100,450,112,32,8,288,1331,36027,HSC
10_E7,82866,97477,18085,106,60,1562,30,742,-65,43,-12,370,2559,36397,HSC
10_E8,98944,96507,27982,361,46,1145,261,1244,23,51,-126,531,1732,36809,HSC
10_E9,69297,86835,14799,30,14,1106,220,480,-71,28,-29,251,719,37494,HSC
10_E10,58818,81119,18084,230,27,1132,82,877,-104,24,-24,208,1059,37997,HSC
10_E11,74270,92036,11516,227,38,1208,-40,647,-9,-1,-3,252,746,38345,HSC
10_E12,67711,86473,12926,283,36,1594,473,826,-18,30,-102,240,1808,40801,HSC
10_F7,62432,83147,12034,76,2,1150,126,2439,-58,1,-79,267,1604,44338,HSC
10_F8,72981,85707,13813,108,30,1779,-88,2380,-136,22,-75,365,2097,43626,HSC
10_F9,63080,84492,10497,247,-1,1189,-43,2080,-95,25,-42,281,1290,43132,HSC
10_F10,63603,84022,14556,62,-4,1291,-13,1519,-107,9,-72,275,361,42651,HSC
10_F11,72937,89054,13052,124,20,1112,94,907,-175,16,-87,307,1922,42276,HSC
10_F12,71481,88032,15389,198,12,1580,-3,612,-74,11,-61,314,1537,41926,HSC
