"Plate_well","exp","fcs.name","SingleCells.count","NonEry.count","CD56neg.count","CD14neg.count","IntermediateNeut.count","IntermediateNeut.freq.of.CD14neg","MatureNeut.count","MatureNeut.freq.of.CD14neg","MatureNeut.FSC.A","MatureNeut.SSC.A","EarlyNeut.count","EarlyNeut.freq.of.CD14neg","Mono.count","Mono.freq.of.NonEry","Mono.freq.of.CD56neg","Mono.CD11b.Median","Mono.CD14.Median","Mono.FSC.A","Mono.SSC.A","Mono2.count","Mono2.freq.of.NonEry","Mono2.freq.of.CD56neg","Mono2.CD11b.Median","Mono2.CD14.Median","Mono2.FSC.A","Mono2.SSC.A","Ery.count","IntermediateNeut.FSC.A","IntermediateNeut.SSC.A","EarlyNeut.FSC.A","EarlyNeut.SSC.A","CD66bNeut.CD11b.Median","CD66bNeut.CD66b.Median","CD66bNeut.FSC.A","CD66bNeut.SSC.A","TrueFalse"
"2_H3","AML2","LEUK37_Plate2_H3_H03_087.fcs",22780,22779,22766,4937,530,10.7,25,0.51,202368,46848,3235,65.5,15240,66.9,66.9,3083,3490,197120,76672,15103,66.3,66.3,3083,3490,196928,76672,0,191616,38144,181632,46336,624,6559,191616,38912,"TRUE"
"2_H4","AML2","LEUK37_Plate2_H4_H04_088.fcs",33339,33326,33302,21976,6,0.027,1,0.00455,154752,77440,5072,23.1,8700,26.1,26.1,2355,2771,174208,54976,8581,25.7,25.8,2337,2782,173760,54720,1,167232,48128,175232,38144,2514,6107,144192,88960,"TRUE"
"2_H5","AML2","LEUK37_Plate2_H5_H05_089.fcs",81,81,80,51,2,3.92,0,0,NA,NA,16,31.4,7,8.64,8.75,2249,3208,169984,53376,6,7.41,7.5,1835,3208,162560,50816,0,215936,61312,187904,42496,916,3046,195712,66688,"TRUE"
"2_H6","AML2","LEUK37_Plate2_H6_H06_090.fcs",17538,17529,17497,3723,15,0.4,0,0,NA,NA,2565,68.9,10355,59.1,59.2,3686,3163,183040,65216,10100,57.6,57.7,3641,3214,182272,64640,0,191040,45312,157376,39168,853,3448,180224,56576,"TRUE"
"2_H7","AML2","LEUK37_Plate2_H7_H07_091.fcs",42840,42822,42818,35112,22657,64.5,10232,29.1,174336,37056,1222,3.48,3887,9.08,9.08,4246,2761,189312,60288,2404,5.61,5.61,6002,2279,187392,74176,4,172416,34496,152640,36224,835,20184,172928,35264,"TRUE"
"2_H8","AML2","LEUK37_Plate2_H8_H08_092.fcs",86675,86645,86559,77408,45059,58.2,24095,31.1,171648,38848,1037,1.34,7091,8.18,8.19,3708,2387,166080,65920,5918,6.83,6.84,3686,2549,163968,65152,0,169472,35328,144832,36352,914,24161,170048,36544,"TRUE"
"2_H9","AML2","LEUK37_Plate2_H9_H09_093.fcs",83945,83366,83339,48198,615,1.28,20,0.041,174976,42368,35923,74.5,25119,30.1,30.1,2206,2253,162368,57088,24863,29.8,29.8,2198,2257,162048,56896,0,189440,45952,177216,42112,634,3808,189120,47040,"TRUE"
"2_H10","AML2","LEUK37_Plate2_H10_H10_094.fcs",16915,16905,16901,11403,6160,54,4844,42.5,162048,34304,233,2.04,2529,15,15,2107,5497,177216,44416,602,3.56,3.56,6806,2928,188416,76288,0,163264,31936,154688,39424,1010,26134,162816,32960,"TRUE"
"2_H11","AML2","LEUK37_Plate2_H11_H11_095.fcs",35146,29170,29073,16403,1465,8.93,80,0.49,196736,49728,3990,24.3,7714,26.4,26.5,3746,2899,182336,73664,7441,25.5,25.6,3746,2969,181696,72640,50,180480,44672,153024,44992,633,6911,181440,47296,"TRUE"
"2_H12","AML2","LEUK37_Plate2_H12_H12_096.fcs",14091,8562,8536,8231,19,0.23,9,0.11,175104,163712,41,0.5,6,0.07,0.07,2981,2297,135872,51328,6,0.07,0.07,2981,2297,135872,51328,50,176448,151808,107712,28800,1400,6160,162048,149120,"TRUE"
"3_A1","AML2","LEUK37_Plate3_A1_A01_001.fcs",5412,5331,5326,1543,44,2.85,10,0.65,197248,40512,643,41.7,3573,67,67.1,5849,6747,220096,110720,3538,66.4,66.4,5849,6792,220032,110400,5,158080,31616,156160,48896,2136,5147,198720,111808,"TRUE"
"3_A2","AML2","LEUK37_Plate3_A2_A02_002.fcs",16281,16278,16276,10936,4791,43.8,5117,46.8,168384,31744,664,6.07,2599,16,16,2319,5989,174528,39360,803,4.93,4.93,3352,3597,170368,52288,1,175616,31872,155584,34432,1156,20715,172160,31808,"TRUE"
"3_A3","AML2","LEUK37_Plate3_A3_A03_003.fcs",3492,3490,3490,818,682,83.4,122,14.9,172672,39168,2,0.24,293,8.4,8.4,1448,10554,174208,40128,49,1.4,1.4,1394,12496,168000,35392,0,166976,34496,145664,23040,692,14217,167936,35136,"TRUE"
"3_A4","AML2","LEUK37_Plate3_A4_A04_004.fcs",12249,3129,3119,2970,37,1.25,14,0.47,207872,211968,20,0.67,1,0.032,0.032,1942,1345,147200,152896,0,0,0,NA,NA,NA,NA,772,187136,177984,118592,31552,952,5313,202176,198208,"TRUE"
"3_A5","AML2","LEUK37_Plate3_A5_A05_005.fcs",29389,29356,29353,24843,12681,51,11085,44.6,161984,32896,461,1.86,3049,10.4,10.4,4219,3077,189376,53760,1629,5.55,5.55,6957,2549,206400,83072,2,164608,31488,154368,37120,1049,28410,163392,32128,"TRUE"
"3_A6","AML2","LEUK37_Plate3_A6_A06_006.fcs",1198,1196,1177,578,374,64.7,86,14.9,177152,40576,4,0.69,160,13.4,13.6,1384,7731,188160,41600,12,1,1.02,1386,11429,191616,41408,0,165952,31680,54720,28608,779,23151,167744,33280,"TRUE"
"3_A7","AML2","LEUK37_Plate3_A7_A07_007.fcs",13674,13548,13541,2533,27,1.07,0,0,NA,NA,1176,46.4,9638,71.1,71.2,5474,7301,216256,95104,9625,71,71.1,5474,7301,216256,95040,6,177920,38208,120320,33536,931,5224,171520,72128,"TRUE"
"3_A8","AML2","LEUK37_Plate3_A8_A08_008.fcs",6251,6250,6243,3305,15,0.45,0,0,NA,NA,3239,98,1164,18.6,18.6,1674,6002,188224,57600,1164,18.6,18.6,1674,6002,188224,57600,0,211392,47872,186752,43520,646,2691,211392,50816,"TRUE"
"3_A9","AML2","LEUK37_Plate3_A9_A09_009.fcs",12764,10994,10950,5241,2028,38.7,878,16.8,176064,37440,303,5.78,4881,44.4,44.6,5235,6160,214528,90560,4370,39.7,39.9,5640,6133,217536,94592,81,175040,33536,154560,43008,844,31039,175296,34752,"TRUE"
"3_A10","AML2","LEUK37_Plate3_A10_A10_010.fcs",15121,12309,11964,10298,3381,32.8,2099,20.4,174208,42496,390,3.79,627,5.09,5.24,2095,4801,186560,53120,120,0.97,1,2323,4407,174272,62464,95,172608,35648,134912,29184,962,17125,173184,38080,"TRUE"
"3_A11","AML2","LEUK37_Plate3_A11_A11_011.fcs",29205,29188,29182,24766,16696,67.4,7026,28.4,161920,43840,374,1.51,3469,11.9,11.9,4811,3427,209920,81600,2813,9.64,9.64,5381,3325,216128,88960,0,157696,41152,166336,47808,803,37619,159040,42048,"TRUE"
"3_A12","AML2","LEUK37_Plate3_A12_A12_012.fcs",40759,40754,40745,35039,15447,44.1,17574,50.2,177152,42752,1044,2.98,4024,9.87,9.88,3095,3077,197696,67904,2571,6.31,6.31,3626,2871,202368,76544,0,176832,37184,175296,48640,1159,36284,176960,40064,"TRUE"
"3_B1","AML2","LEUK37_Plate3_B1_B01_013.fcs",39562,39548,39541,23142,11087,47.9,2690,11.6,176704,40832,6641,28.7,14129,35.7,35.7,3886,2697,187136,66688,13700,34.6,34.6,3934,2670,187328,67136,1,176448,35008,170624,40064,747,11197,176448,36288,"TRUE"
"3_B2","AML2","LEUK37_Plate3_B2_B02_014.fcs",3342,3338,3301,643,66,10.3,58,9.02,177472,51072,352,54.7,2468,73.9,74.8,3863,7629,203584,78848,2394,71.7,72.5,3894,7714,204032,79104,0,172800,42944,163456,54912,1529,6321,174912,50944,"TRUE"
"3_B3","AML2","LEUK37_Plate3_B3_B03_015.fcs",5070,5069,5065,1332,1065,80,242,18.2,179840,40960,3,0.23,687,13.6,13.6,1664,10041,190528,47936,157,3.1,3.1,6777,12129,212224,92992,0,169728,33280,157760,51456,757,27021,171200,35136,"TRUE"
"3_B4","AML2","LEUK37_Plate3_B4_B04_016.fcs",40670,40606,40549,20159,14,0.069,0,0,NA,NA,12992,64.4,13357,32.9,32.9,1917,5837,170048,49408,13352,32.9,32.9,1917,5837,170048,49408,1,179392,47040,179712,38400,1459,4435,146624,68096,"TRUE"
"3_B5","AML2","LEUK37_Plate3_B5_B05_017.fcs",885,885,884,336,10,2.98,0,0,NA,NA,243,72.3,22,2.49,2.49,1674,3785,165440,49792,21,2.37,2.38,1674,4254,165440,49792,0,212160,39936,189888,36736,929,2799,223168,56064,"TRUE"
"3_B6","AML2","LEUK37_Plate3_B6_B06_018.fcs",5811,5802,5798,427,2,0.47,2,0.47,157568,30464,76,17.8,5321,91.7,91.8,6792,11693,229888,114304,5296,91.3,91.3,6792,11746,229824,113984,0,82048,37696,65344,29440,3113,4425,203712,141888,"TRUE"
"3_B7","AML2","LEUK37_Plate3_B7_B07_019.fcs",37562,37446,37439,10145,1544,15.2,27,0.27,212800,46272,4273,42.1,22521,60.1,60.2,2860,3568,171968,58176,22478,60,60,2860,3568,171968,58176,5,190912,42048,161856,40256,564,6896,190528,42752,"TRUE"
"3_B8","AML2","LEUK37_Plate3_B8_B08_020.fcs",1801,1257,1196,1133,7,0.62,3,0.26,136640,114752,14,1.24,24,1.91,2.01,2734,3902,183616,56128,24,1.91,2.01,2734,3902,183616,56128,17,171584,104960,127744,29696,1615,6146,147072,125632,"TRUE"
"3_B9","AML2","LEUK37_Plate3_B9_B09_021.fcs",6327,6297,6270,1973,40,2.03,5,0.25,162880,138176,364,18.4,4124,65.5,65.8,4057,4398,192640,78848,4082,64.8,65.1,4057,4435,192640,78592,0,128128,82816,68864,32000,1998,4831,144384,121792,"TRUE"
"3_B10","AML2","LEUK37_Plate3_B10_B10_022.fcs",3429,3425,3369,362,0,0,0,0,NA,NA,66,18.2,2889,84.4,85.8,3511,4308,207936,96256,2874,83.9,85.3,3497,4308,207872,96064,0,NA,NA,157888,53504,3234,4903,135680,118720,"TRUE"
"3_B11","AML2","LEUK37_Plate3_B11_B11_023.fcs",3090,3087,3085,1710,4,0.23,0,0,NA,NA,1463,85.6,267,8.65,8.65,1424,4604,182528,53056,266,8.62,8.62,1415,4604,182528,52928,0,204864,39296,175360,37888,682,2922,173952,53184,"TRUE"
"3_B12","AML2","LEUK37_Plate3_B12_B12_024.fcs",17162,10418,10396,5771,1584,27.4,1256,21.8,156800,31360,176,3.05,3350,32.2,32.2,5925,4585,191936,76032,2494,23.9,24,7158,4202,200960,93056,348,167360,30464,142976,35392,1055,20911,164032,31424,"TRUE"
"3_C1","AML2","LEUK37_Plate3_C1_C01_025.fcs",11933,3819,3417,2625,16,0.61,4,0.15,137024,121536,28,1.07,5,0.13,0.15,3839,3483,188608,37696,0,0,0,NA,NA,NA,NA,985,175616,152448,124544,28608,905,4791,181632,156160,"TRUE"
"3_C2","AML2","LEUK37_Plate3_C2_C02_026.fcs",2629,2609,2605,211,191,90.5,4,1.9,173312,30592,4,1.9,63,2.41,2.42,1310,11248,166080,35456,21,0.8,0.81,1242,12212,166080,37568,0,169792,29248,149312,24000,562,10578,169792,29248,"TRUE"
"3_C3","AML2","LEUK37_Plate3_C3_C03_027.fcs",49804,49764,49748,17432,13,0.075,1,0.00574,168896,203456,12189,69.9,25203,50.6,50.7,2766,3575,168128,51648,25175,50.6,50.6,2761,3575,168064,51648,2,178496,34112,177152,37440,1804,4133,163712,82688,"TRUE"
"3_C4","AML2","LEUK37_Plate3_C4_C04_028.fcs",1666,1631,1585,1068,159,14.9,15,1.4,209536,91136,71,6.65,51,3.13,3.22,1942,3967,179904,56512,48,2.94,3.03,1942,3991,178432,52736,1,187584,40640,178624,39552,1125,4290,198848,69184,"TRUE"
"3_C5","AML2","LEUK37_Plate3_C5_C05_029.fcs",41113,41085,41076,26766,10438,39,1257,4.7,185216,40128,10966,41,11362,27.7,27.7,3525,2718,159872,50176,11229,27.3,27.3,3547,2718,159424,50176,0,185216,34112,164928,31872,590,9301,185216,34752,"TRUE"
"3_C6","AML2","LEUK37_Plate3_C6_C06_030.fcs",7535,7474,7471,4121,388,9.42,70,1.7,190464,43456,1726,41.9,2448,32.8,32.8,9034,13669,223936,112640,2400,32.1,32.1,9197,13892,224640,113280,5,173568,37120,76800,29952,628,8467,176512,39296,"TRUE"
"3_C7","AML2","LEUK37_Plate3_C7_C07_031.fcs",1901,1894,1883,120,12,10,1,0.83,120768,18240,64,53.3,1151,60.8,61.1,11666,9534,223808,120704,1119,59.1,59.4,11881,9513,225024,121600,1,156864,27200,138688,34240,689,7126,153280,35328,"TRUE"
"3_C8","AML2","LEUK37_Plate3_C8_C08_032.fcs",31201,30903,30894,16361,58,0.35,0,0,NA,NA,6886,42.1,9242,29.9,29.9,2882,4125,169664,58432,9231,29.9,29.9,2882,4125,169664,58432,3,185856,40704,126144,32768,1561,5018,173312,103168,"TRUE"
"3_C9","AML2","LEUK37_Plate3_C9_C09_033.fcs",33765,33682,33650,29486,12969,44,13583,46.1,164800,35904,669,2.27,2765,8.21,8.22,2364,4604,173952,49728,1130,3.35,3.36,3649,5521,159040,62528,1,164416,32896,139648,32064,1125,23706,164480,34368,"TRUE"
"3_C10","AML2","LEUK37_Plate3_C10_C10_034.fcs",3594,2215,2187,2019,35,1.73,26,1.29,158592,44160,26,1.29,6,0.27,0.27,2471,4751,140416,53696,4,0.18,0.18,2471,2712,109376,53696,33,153984,132480,127040,39168,1127,6866,166912,121920,"TRUE"
"3_C11","AML2","LEUK37_Plate3_C11_C11_035.fcs",36905,36893,36891,21227,1530,7.21,24,0.11,216256,45184,17221,81.1,11629,31.5,31.5,3671,2534,178112,57920,11595,31.4,31.4,3671,2534,178048,57856,0,190208,36160,180352,38144,543,5837,190400,36416,"TRUE"
"3_C12","AML2","LEUK37_Plate3_C12_C12_036.fcs",13214,10127,10118,7064,618,8.75,20,0.28,194368,123072,563,7.97,2570,25.4,25.4,6418,4711,206784,104704,2506,24.7,24.8,6531,4852,206400,103808,24,174528,36160,156096,39744,619,6133,177280,39232,"TRUE"
"3_D1","AML2","LEUK37_Plate3_D1_D01_037.fcs",11962,11949,11942,3534,5,0.14,1,0.028,156096,21056,2725,77.1,5741,48,48.1,2160,4965,170496,49920,5741,48,48.1,2160,4965,170496,49920,0,175040,38144,174720,37504,986,7158,170176,41536,"TRUE"
"3_D2","AML2","LEUK37_Plate3_D2_D02_038.fcs",45956,45928,45911,39463,32487,82.3,3781,9.58,196864,42880,2407,6.1,4184,9.11,9.11,6173,3221,202368,80768,3568,7.77,7.77,6660,3145,200896,85312,0,186496,36288,171200,37632,634,19120,187392,36992,"TRUE"
"3_D3","AML2","LEUK37_Plate3_D3_D03_039.fcs",4062,3765,3233,650,49,7.54,6,0.92,190848,39168,224,34.5,1197,31.8,37,2524,8933,173760,59200,1193,31.7,36.9,2519,8933,173760,59136,3,184640,36928,165632,37568,732,11171,185472,39168,"TRUE"
"3_D4","AML2","LEUK37_Plate3_D4_D04_040.fcs",57139,57113,57090,49506,35263,71.2,7440,15,170432,36032,4235,8.55,5815,10.2,10.2,5180,2604,191168,73280,5343,9.36,9.36,5404,2554,192384,75840,0,170496,32512,160128,33536,694,17737,170432,33152,"TRUE"
"3_D5","AML2","LEUK37_Plate3_D5_D05_041.fcs",5455,2227,2213,2105,54,2.57,21,1,161920,38912,19,0.9,8,0.36,0.36,4701,1754,192704,49664,7,0.31,0.32,5640,1754,195776,49664,116,163776,37120,145344,34368,1342,7886,163264,122944,"TRUE"
"3_D6","AML2","LEUK37_Plate3_D6_D06_042.fcs",18879,18870,18867,4327,16,0.37,3,0.069,186496,33472,3902,90.2,11652,61.7,61.8,2934,3886,177344,54720,11645,61.7,61.7,2934,3894,177344,54720,0,163840,36032,179392,38080,745,11693,180288,36032,"TRUE"
"3_D7","AML2","LEUK37_Plate3_D7_D07_043.fcs",42642,42638,42620,37498,17970,47.9,17627,47,160640,36928,648,1.73,3778,8.86,8.86,4444,3448,188096,67072,2508,5.88,5.88,5544,3878,193024,80512,0,158272,34496,151232,38016,1108,24508,159232,35776,"TRUE"
"3_D8","AML2","LEUK37_Plate3_D8_D08_044.fcs",38229,38224,38222,34663,16022,46.2,15347,44.3,163904,37760,846,2.44,1991,5.21,5.21,1968,3823,177408,46656,274,0.72,0.72,2076,5849,169088,52096,0,158976,32960,150208,34752,1125,14926,161024,35520,"TRUE"
"3_D9","AML2","LEUK37_Plate3_D9_D09_045.fcs",14762,14727,14701,8870,6587,74.3,1001,11.3,168320,36736,1059,11.9,1010,6.86,6.87,1600,6446,184384,48512,470,3.19,3.2,3359,4692,202048,72960,1,156736,30592,165696,33472,668,17085,158208,31424,"TRUE"
"3_D10","AML2","LEUK37_Plate3_D10_D10_046.fcs",7057,7056,7055,4650,24,0.52,4,0.086,146688,37184,3762,80.9,639,9.06,9.06,1564,3151,189504,52544,639,9.06,9.06,1564,3151,189504,52544,0,144256,33216,190400,39808,810,12786,167936,38976,"TRUE"
"3_D11","AML2","LEUK37_Plate3_D11_D11_047.fcs",22470,22464,22461,18737,4848,25.9,12002,64.1,154112,36288,592,3.16,2436,10.8,10.8,2198,4882,170240,42944,246,1.1,1.1,1718,7126,162816,41216,1,151872,33088,141568,34112,1521,20424,153024,35584,"TRUE"
"3_D12","AML2","LEUK37_Plate3_D12_D12_048.fcs",36757,36736,36726,29149,14720,50.5,11076,38,166784,35840,1884,6.46,5221,14.2,14.2,4246,2755,193088,67392,3647,9.93,9.93,5224,2428,198528,84416,2,169920,34112,158080,35520,1006,19529,168512,34816,"TRUE"
"3_E1","AML2","LEUK37_Plate3_E1_E01_049.fcs",46985,46941,46928,20507,7450,36.3,818,3.99,184128,36416,9122,44.5,21599,46,46,3004,2766,164928,56512,21363,45.5,45.5,3010,2766,164608,56576,0,185280,34816,165504,37312,610,8716,185344,35072,"TRUE"
"3_E2","AML2","LEUK37_Plate3_E2_E02_050.fcs",1844,1844,1841,543,180,33.1,236,43.5,158144,48640,24,4.42,793,43,43.1,2414,8010,162176,61696,340,18.4,18.5,2480,8716,167488,68224,0,146496,39552,134592,26688,1376,15746,152576,46080,"TRUE"
"3_E3","AML2","LEUK37_Plate3_E3_E03_051.fcs",3283,3278,3248,1631,431,26.4,1010,61.9,179648,49088,9,0.55,1202,36.7,37,2723,8505,179904,56448,403,12.3,12.4,7080,9996,205952,87168,0,154944,35712,142016,30976,1470,30817,169920,44160,"TRUE"
"3_E4","AML2","LEUK37_Plate3_E4_E04_052.fcs",4910,4905,4896,594,81,13.6,7,1.18,161664,45504,187,31.5,3554,72.5,72.6,4623,5976,205312,86848,3526,71.9,72,4633,5976,205312,86912,0,177408,40448,146624,42816,742,6703,166144,50944,"TRUE"
"3_E5","AML2","LEUK37_Plate3_E5_E05_053.fcs",15964,15961,15951,10896,4778,43.9,5277,48.4,175424,39424,483,4.43,3634,22.8,22.8,2549,5652,191296,52672,1250,7.83,7.84,4159,4924,192192,73408,0,176320,36032,170176,42496,1147,28546,176000,37888,"TRUE"
"3_E6","AML2","LEUK37_Plate3_E6_E06_054.fcs",13823,7302,7209,6999,16,0.23,30,0.43,162112,137856,68,0.97,7,0.096,0.097,3746,1503,187904,51840,0,0,0,NA,NA,NA,NA,250,167680,124352,123264,26880,1931,7596,157888,140864,"TRUE"
"3_E7","AML2","LEUK37_Plate3_E7_E07_055.fcs",32198,23116,23090,20009,2124,10.6,5904,29.5,149312,37504,104,0.52,2536,11,11,4566,4566,194240,81344,1800,7.79,7.8,5302,5007,202560,92416,216,144384,32768,127424,29440,1585,40054,148032,36288,"TRUE"
"3_E8","AML2","LEUK37_Plate3_E8_E08_056.fcs",60925,60871,60865,54512,44283,81.2,7143,13.1,164480,41344,1088,2,5539,9.1,9.1,4202,3325,196800,81216,5219,8.57,8.57,4334,3406,198080,82688,0,163968,34624,158464,37888,639,27806,164032,35520,"TRUE"
"3_E9","AML2","LEUK37_Plate3_E9_E09_057.fcs",10154,10146,10101,7571,4414,58.3,1843,24.3,202176,51840,136,1.8,783,7.72,7.75,1585,6080,195200,51712,146,1.44,1.45,2563,5427,187200,69760,0,170752,35008,148736,40576,895,17006,180416,39808,"TRUE"
"3_E10","AML2","LEUK37_Plate3_E10_E10_058.fcs",24384,24382,24381,21490,11191,52.1,9533,44.4,166272,37248,225,1.05,1719,7.05,7.05,2231,3678,183808,47808,307,1.26,1.26,5404,2064,189312,81024,0,164096,35520,136768,36288,1042,32958,164864,36288,"TRUE"
"3_E11","AML2","LEUK37_Plate3_E11_E11_059.fcs",12044,11946,11910,6110,217,3.55,10,0.16,179456,35776,2145,35.1,4314,36.1,36.2,3240,3539,206656,77568,4287,35.9,36,3234,3561,206528,77376,1,184256,36480,151040,37312,605,8336,181824,41152,"TRUE"
"3_E12","AML2","LEUK37_Plate3_E12_E12_060.fcs",1261,1256,1254,633,396,62.6,163,25.8,143616,36928,31,4.9,334,26.6,26.6,2002,5900,161408,48832,114,9.08,9.09,5347,4099,191104,98240,0,147648,38464,102784,25024,869,32022,146240,38144,"TRUE"
"3_F1","AML2","LEUK37_Plate3_F1_F01_061.fcs",11632,11570,11569,3777,1227,32.5,109,2.89,189952,48448,954,25.3,7260,62.7,62.8,4509,7852,220224,106368,7171,62,62,4547,7886,220544,106560,1,177856,40000,116736,26816,614,19807,178368,40896,"TRUE"
"3_F2","AML2","LEUK37_Plate3_F2_F02_062.fcs",34779,34735,34732,26569,20044,75.4,1015,3.82,182720,39424,3090,11.6,6608,19,19,4316,2534,170368,61952,6433,18.5,18.5,4361,2539,169984,62208,1,180608,34496,152512,32704,555,15384,180544,34752,"TRUE"
"3_F3","AML2","LEUK37_Plate3_F3_F03_063.fcs",8941,8938,8934,5111,859,16.8,3815,74.6,156160,46720,45,0.88,2865,32.1,32.1,2998,6253,162816,55232,372,4.16,4.16,2934,6747,163776,63040,0,151808,40000,128320,36672,1964,31565,155200,45632,"TRUE"
"3_F4","AML2","LEUK37_Plate3_F4_F04_064.fcs",40273,39919,39907,21449,5336,24.9,50,0.23,228288,53824,9514,44.4,14686,36.8,36.8,3170,4299,181824,68224,14628,36.6,36.7,3163,4308,181696,68096,4,192320,38080,172480,36800,531,7782,192512,38400,"TRUE"
"3_F5","AML2","LEUK37_Plate3_F5_F05_065.fcs",35367,35354,35346,14280,10,0.07,1,0.007,167296,40256,8789,61.5,14813,41.9,41.9,2091,4228,165440,50944,14804,41.9,41.9,2091,4228,165440,50944,0,172416,41984,180032,37952,1016,4692,172416,68800,"TRUE"
"3_F6","AML2","LEUK37_Plate3_F6_F06_066.fcs",2188,1249,1062,1036,13,1.25,24,2.32,163904,160448,14,1.35,15,1.2,1.41,2849,4821,157952,58624,15,1.2,1.41,2849,4821,157952,58624,109,147904,126144,197696,40384,1725,7095,155072,144256,"TRUE"
"3_F7","AML2","LEUK37_Plate3_F7_F07_067.fcs",31748,27976,27904,25974,4587,17.7,2896,11.1,167936,40320,267,1.03,594,2.12,2.13,2177,4237,180416,52608,116,0.41,0.42,3126,3847,163584,64704,9,165632,33856,113664,28224,1018,19714,168576,37504,"TRUE"
"3_F8","AML2","LEUK37_Plate3_F8_F08_068.fcs",23608,23250,23243,10016,5934,59.2,145,1.45,187456,52032,1461,14.6,11887,51.1,51.1,4425,7646,207552,89280,11812,50.8,50.8,4435,7680,207616,89344,2,170304,32512,168640,34368,491,15563,171136,33152,"TRUE"
"3_F9","AML2","LEUK37_Plate3_F9_F09_069.fcs",198,197,196,112,6,5.36,2,1.79,134080,26368,28,25,7,3.55,3.57,2568,4435,180288,49344,7,3.55,3.57,2568,4435,180288,49344,0,161856,23936,183552,36288,606,18458,161856,26368,"TRUE"
"3_F10","AML2","LEUK37_Plate3_F10_F10_070.fcs",25230,25208,25170,17804,9,0.051,1,0.00562,144128,100032,4720,26.5,5255,20.8,20.9,3022,3902,178304,58240,5235,20.8,20.8,3010,3910,178240,58176,2,167808,57728,176064,39616,2355,6133,129984,92096,"TRUE"
"3_F11","AML2","LEUK37_Plate3_F11_F11_071.fcs",75542,75317,75293,59054,23470,39.7,2674,4.53,194432,44672,22294,37.8,12688,16.8,16.9,2771,2083,141376,51200,12491,16.6,16.6,2761,2083,140992,51008,0,188608,41152,167104,40320,674,14754,189312,41600,"TRUE"
"3_F12","AML2","LEUK37_Plate3_F12_F12_072.fcs",26467,26462,26457,19013,10851,57.1,6348,33.4,174912,34176,1369,7.2,4269,16.1,16.1,3034,3808,187264,57920,2537,9.59,9.59,3991,3101,184064,72960,0,177280,32832,168832,39552,916,24334,176448,33408,"TRUE"
"3_G1","AML2","LEUK37_Plate3_G1_G01_073.fcs",180,180,163,83,27,32.5,10,12,191616,42496,15,18.1,34,18.9,20.9,1884,7974,186048,80832,28,15.6,17.2,1884,7974,186048,96256,0,166720,35392,138560,37824,1141,10459,181696,51584,"TRUE"
"3_G2","AML2","LEUK37_Plate3_G2_G02_074.fcs",17601,14868,14788,7507,2848,37.9,428,5.7,174720,36416,1474,19.6,3320,22.3,22.5,3785,5462,179008,66816,2926,19.7,19.8,4049,5359,177536,69760,46,174208,34368,164672,36928,674,10483,174400,34752,"TRUE"
"3_G3","AML2","LEUK37_Plate3_G3_G03_075.fcs",19327,19324,19323,14454,8167,56.5,5332,36.9,163584,37504,122,0.84,2054,10.6,10.6,1664,6281,176384,42816,259,1.34,1.34,1564,9385,170240,42880,0,161920,32128,155520,33088,984,15100,162240,34368,"TRUE"
"3_G4","AML2","LEUK37_Plate3_G4_G04_076.fcs",17970,17968,17929,13318,5249,39.4,7118,53.4,157888,36736,91,0.68,3012,16.8,16.8,1976,5725,171008,44224,323,1.8,1.8,2314,8873,161920,48896,0,153216,32256,137728,35712,1246,18158,155712,35072,"TRUE"
"3_G5","AML2","LEUK37_Plate3_G5_G05_077.fcs",51747,51573,51554,26603,31,0.12,13,0.049,142016,32896,8311,31.2,19262,37.3,37.4,2702,3182,167040,57472,19184,37.2,37.2,2697,3182,166976,57408,0,173632,40320,171904,39744,1846,5393,171200,89344,"TRUE"
"3_G6","AML2","LEUK37_Plate3_G6_G06_078.fcs",61442,59684,59661,42606,278,0.65,5,0.012,139776,51712,19200,45.1,10937,18.3,18.3,2940,3145,180096,66048,10845,18.2,18.2,2922,3157,179776,65792,2,193984,40512,177856,41280,717,3999,193088,48064,"TRUE"
"3_G7","AML2","LEUK37_Plate3_G7_G07_079.fcs",11642,11486,11409,4844,1406,29,47,0.97,196160,47424,1234,25.5,5246,45.7,46,5404,4316,189376,76544,5079,44.2,44.5,5404,4361,188864,76160,5,184704,36864,171648,37504,644,9406,184896,37248,"TRUE"
"3_G8","AML2","LEUK37_Plate3_G8_G08_080.fcs",25299,25293,25278,21035,13345,63.4,6734,32,169024,37824,328,1.56,2561,10.1,10.1,3532,3583,190528,59776,1306,5.16,5.17,6836,2894,200192,87616,0,164544,34240,149952,44160,875,24046,166016,35456,"TRUE"
"3_G9","AML2","LEUK37_Plate3_G9_G09_081.fcs",8621,8579,8567,3015,62,2.06,12,0.4,153024,39744,1112,36.9,3817,44.5,44.6,3010,3739,171200,65856,3781,44.1,44.1,3004,3754,170944,65664,1,130240,45184,136064,40704,2433,6404,153728,123072,"TRUE"
"3_G10","AML2","LEUK37_Plate3_G10_G10_082.fcs",23757,16708,16664,15945,20,0.13,13,0.082,150912,127744,76,0.48,6,0.036,0.036,3590,3716,144704,40832,4,0.024,0.024,3590,3716,175552,40832,39,160576,42432,116416,30336,1570,6957,157888,137984,"TRUE"
