Plate_well,Sort_id,Exp,platename,Sample_id,sample_name,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,exp,fcs.name,SingleCells.count,NonEry.count,CD56neg.count,CD14neg.count,IntermediateNeut.count,IntermediateNeut.freq.of.CD14neg,MatureNeut.count,MatureNeut.freq.of.CD14neg,MatureNeut.FSC.A,MatureNeut.SSC.A,EarlyNeut.count,EarlyNeut.freq.of.CD14neg,Mono.count,Mono.freq.of.NonEry,Mono.freq.of.CD56neg,Mono.CD11b.Median,Mono.CD14.Median,Mono.FSC.A,Mono.SSC.A,Mono2.count,Mono2.freq.of.NonEry,Mono2.freq.of.CD56neg,Mono2.CD11b.Median,Mono2.CD14.Median,Mono2.FSC.A,Mono2.SSC.A,Ery.count,IntermediateNeut.FSC.A,IntermediateNeut.SSC.A,EarlyNeut.FSC.A,EarlyNeut.SSC.A,CD66bNeut.CD11b.Median,CD66bNeut.CD66b.Median,CD66bNeut.FSC.A,CD66bNeut.SSC.A,TrueFalse,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
5_C4,5_C4,LEUK34,Plate 5 LEUK34,1608,1608,32,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_C4_C04_019.fcs,5314,5271,5075,1752,270,15.4,53,3.03,215296,58688,1201,68.6,2369,44.9,46.7,5951,3678,228160,102464,2365,44.9,46.6,5951,3693,228096,102464,0,180992,40896,179648,43520,920,5051,187200,43456,TRUE,60015,82625,13021,349,14,1822,742,1230,-102,19,-43,360,2820,7160,HSC
5_C7,5_C7,LEUK34,Plate 5 LEUK34,1628,1628,24,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_C7_C07_021.fcs,54529,52264,50711,33576,15174,45.2,1242,3.7,224832,65792,12362,36.8,13036,24.9,25.7,4237,2975,200832,88768,13005,24.9,25.6,4237,2981,200704,88704,2,186176,41600,178880,40704,684,6418,188864,43136,TRUE,74650,87406,16742,-37,29,1347,18,1437,-74,35,-97,418,2806,7798,HSC
5_C8,5_C8,LEUK34,Plate 5 LEUK34,1634,1634,128,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_C8_C08_022.fcs,13537,13243,12831,5154,67,1.3,17,0.33,221376,58688,1924,37.3,5929,44.8,46.2,4246,2860,225792,96896,5918,44.7,46.1,4246,2860,225664,96832,0,183680,42560,177664,42752,1300,4999,194624,54144,TRUE,65641,85722,10956,69,32,1346,6,1384,47,-1,-50,294,1200,8047,HSC
5_C9,5_C9,LEUK34,Plate 5 LEUK34,1641,1641,36,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_C9_C09_023.fcs,27586,26174,25684,10274,29,0.28,8,0.078,221376,60992,5478,53.3,6810,26,26.5,3052,4425,219712,87168,6777,25.9,26.4,3034,4444,219136,86976,44,172224,45376,156544,40256,2107,5266,202816,70656,TRUE,59368,84398,16974,65,56,1692,2012,2160,-55,40,-152,444,3327,8268,HSC
5_C11,5_C11,LEUK34,Plate 5 LEUK34,1654,1654,46,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_C11_C11_025.fcs,19372,18595,18162,11329,1161,10.2,169,1.49,225792,68992,3874,34.2,4463,24,24.6,3746,3855,220608,100800,4455,24,24.5,3739,3855,220480,100736,1,184384,46336,173824,50688,851,5280,192192,52096,TRUE,74985,91403,12031,5,44,1124,31,968,-64,33,27,283,1447,8677,HSC
5_D1,5_D1,LEUK34,Plate 5 LEUK34,1591,1591,308,0.0915,NA,NA,0.0915,MUT,AML3,AML_151044_Plate5_D1_D01_027.fcs,11452,7411,7066,3991,1117,28,1546,38.7,159360,41536,283,7.09,2074,28,29.4,4176,5737,170560,65728,1805,24.4,25.5,4299,6240,170432,67904,605,172224,39296,156480,41856,1384,28474,164544,40896,TRUE,68005,85851,12653,119,77,2092,-18,1137,-112,11,-110,294,2364,11540,HSC
5_D2,5_D2,LEUK34,Plate 5 LEUK34,1596,1596,350,0.0877,NA,0.064516129,0.076108065,MUT,AML3,AML_151044_Plate5_D2_D02_028.fcs,3120,3041,2923,2413,1596,66.1,311,12.9,200256,56896,39,1.62,258,8.48,8.83,3151,4254,175936,75648,248,8.16,8.48,3151,4462,175488,75712,2,170176,38592,162752,38208,789,9813,174592,41728,TRUE,80788,89872,16987,80,28,1500,-92,2233,36,20,20,380,2414,11332,HSC
5_D3,5_D3,LEUK34,Plate 5 LEUK34,1601,1601,118,0.1724,NA,0.102564103,0.137482052,MUT,AML3,AML_151044_Plate5_D3_D03_029.fcs,29597,29196,28194,11230,250,2.23,13,0.12,236416,76608,9660,86,12200,41.8,43.3,3299,3022,188992,72000,12179,41.7,43.2,3299,3022,188992,72064,2,188864,45504,176704,41344,922,3469,196480,52544,TRUE,68000,89025,13497,122,-8,1183,4,2494,-96,12,-17,276,1629,11135,HSC
5_D4,5_D4,LEUK34,Plate 5 LEUK34,1609,1609,543,0.1176,NA,0.118811881,0.118205941,MUT,AML3,AML_151044_Plate5_D4_D04_030.fcs,15679,5373,4936,3736,51,1.37,4,0.11,245440,70336,590,15.8,18,0.34,0.36,2087,3800,234816,81920,17,0.32,0.34,2087,4509,236928,81920,1460,202240,54528,186432,43968,964,3277,213248,58112,TRUE,67330,85178,14000,202,13,996,14,601,-7,19,-21,231,1651,10919,HSC
5_D5,5_D5,LEUK34,Plate 5 LEUK34,1615,1615,14,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_D5_D05_031.fcs,16129,15992,15472,11548,8392,72.7,2052,17.8,181568,49920,523,4.53,1732,10.8,11.2,5787,2619,226944,103872,1669,10.4,10.8,6028,2702,229760,107520,3,176000,39616,164608,41792,781,12204,177344,41728,TRUE,74420,88647,13702,13,3,1073,34,1040,15,26,37,353,1617,10708,HSC
5_D6,5_D6,LEUK34,Plate 5 LEUK34,1623,1623,120,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_D6_D06_032.fcs,44105,42819,41773,19007,114,0.6,17,0.089,214400,65664,12143,63.9,15729,36.7,37.7,3010,3441,181952,69376,15716,36.7,37.6,3010,3441,181888,69312,36,172992,40320,172032,38528,1627,3486,226112,76416,TRUE,76082,86882,13137,15,13,1274,125,1578,14,26,-92,459,1973,10508,HSC
5_D7,5_D7,LEUK34,Plate 5 LEUK34,1629,1629,143,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_D7_D07_033.fcs,30803,27617,26663,23039,97,0.42,8,0.035,183296,46144,15394,66.8,1783,6.46,6.69,2457,6821,170112,63168,1782,6.45,6.68,2457,6821,170112,63168,364,169984,41728,173376,41792,1270,2965,192704,59648,TRUE,72350,86441,12709,115,-5,1198,-12,555,-103,34,-23,365,2211,10246,HSC
5_D8,5_D8,LEUK34,Plate 5 LEUK34,1635,1635,35,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_D8_D08_034.fcs,29702,28482,27787,18527,4345,23.5,358,1.93,242560,67776,10622,57.3,6405,22.5,23.1,5799,2750,260416,123968,6398,22.5,23,5799,2750,260224,123904,2,196928,43904,187328,42304,737,5307,201088,46080,TRUE,78168,88450,19641,36,22,1503,7,948,33,51,-59,337,1808,10022,HSC
5_D11,5_D11,LEUK34,Plate 5 LEUK34,1655,1655,72,NA,NA,0.090909091,0.090909091,MUT,AML3,AML_151044_Plate5_D11_D11_035.fcs,11790,11625,11266,4691,205,4.37,13,0.28,234304,68736,3414,72.8,5206,44.8,46.2,4821,3126,239552,108288,5195,44.7,46.1,4811,3132,239488,108160,0,186880,41728,174336,41216,860,4734,190400,46208,TRUE,72942,86174,16257,63,15,1532,678,891,-49,12,-97,334,1173,9367,HSC
5_E1,5_E1,LEUK34,Plate 5 LEUK34,1592,1592,251,0.096,NA,NA,0.096,MUT,AML3,AML_151044_Plate5_E1_E01_036.fcs,19473,6528,6005,4142,575,13.9,402,9.71,170304,51776,35,0.85,300,4.6,5,2905,4290,172416,74624,258,3.95,4.3,3107,5750,177216,78592,964,163968,38144,152640,48320,1114,14588,169856,46144,TRUE,75311,89159,19345,73,36,1674,377,1034,8,50,46,382,2445,11749,HSC
5_E3,5_E3,LEUK34,Plate 5 LEUK34,1602,1602,52,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_E3_E03_038.fcs,30094,29778,28470,11143,31,0.28,2,0.018,204672,50944,5936,53.3,10314,34.6,36.2,2424,5837,167936,57216,10261,34.5,36,2424,5849,167936,57216,4,172736,44160,169152,39232,1358,3351,165312,53184,TRUE,74819,89063,15709,176,39,1968,21,1954,-140,5,-60,476,2523,12255,HSC
5_E4,5_E4,LEUK34,Plate 5 LEUK34,1610,1610,239,0.0756,NA,NA,0.0756,MUT,AML3,AML_151044_Plate5_E4_E04_039.fcs,22779,22521,21871,13942,6491,46.6,454,3.26,227264,65280,5745,41.2,5096,22.6,23.3,5257,2599,209600,85632,5080,22.6,23.2,5268,2604,209600,85696,3,186816,41600,178176,38656,690,6367,189184,42944,TRUE,70319,85557,12874,-49,13,1244,28,1284,-208,12,-62,299,2034,12456,HSC
5_E5,5_E5,LEUK34,Plate 5 LEUK34,1616,1616,155,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_E5_E05_040.fcs,6106,5997,5774,844,4,0.47,1,0.12,244416,70720,231,27.4,4347,72.5,75.3,4272,3253,228672,92352,4345,72.5,75.3,4272,3253,228608,92352,0,168256,44352,164096,38208,3126,6436,98112,62272,TRUE,67469,85097,14471,182,24,1920,55,1318,-99,29,-102,524,1334,12716,HSC
5_E6,5_E6,LEUK34,Plate 5 LEUK34,1624,1624,203,0.1313,NA,NA,0.1313,MUT,AML3,AML_151044_Plate5_E6_E06_041.fcs,4148,4021,3871,2821,14,0.5,0,0,NA,NA,1729,61.3,43,1.07,1.11,1751,3723,186304,70848,43,1.07,1.11,1751,3723,186304,70848,0,173120,41600,180224,43904,1163,2972,197760,52544,TRUE,74786,88390,13978,180,10,1184,52,1606,-39,21,-78,376,1791,12961,HSC
5_E7,5_E7,LEUK34,Plate 5 LEUK34,1630,1630,488,0.1061,NA,NA,0.1061,MUT,AML3,AML_151044_Plate5_E7_E07_042.fcs,41940,40751,39458,27004,425,1.57,271,1,220928,56960,7643,28.3,6889,16.9,17.5,3319,2072,203968,87232,6829,16.8,17.3,3299,2083,203328,86720,12,183744,38208,181120,42880,1355,4626,210688,56320,TRUE,72243,86643,19916,47,41,1526,92,816,-80,45,11,359,2574,13209,HSC
5_E8,5_E8,LEUK34,Plate 5 LEUK34,1636,1636,14,NA,0.667,0.5,0.5835,MUT,AML3,AML_151044_Plate5_E8_E08_043.fcs,39757,39124,38102,22374,33,0.15,10,0.045,227072,72960,8130,36.3,9340,23.9,24.5,2396,4125,168768,61056,9333,23.9,24.5,2396,4125,168768,61120,16,166272,43136,170240,38336,2029,4273,213952,76544,TRUE,81260,90491,16735,30,26,1925,36,1100,-132,37,-1,590,3216,13434,HSC
5_E10,5_E10,LEUK34,Plate 5 LEUK34,1649,1649,14,NA,NA,0.333333333,0.333333333,MUT,AML3,AML_151044_Plate5_E10_E10_045.fcs,27689,26933,26265,15879,1775,11.2,620,3.9,228224,66816,6224,39.2,6807,25.3,25.9,5474,3195,253632,119808,6780,25.2,25.8,5451,3214,253376,119616,2,189952,44736,175744,47296,1016,5377,203072,53760,TRUE,59145,82677,16453,94,8,1628,10,1144,-26,12,12,398,1516,13922,HSC
5_E12,5_E12,LEUK34,Plate 5 LEUK34,1660,1660,95,NA,NA,0.076923077,0.076923077,MUT,AML3,AML_151044_Plate5_E12_E12_047.fcs,5322,5218,5126,641,313,48.8,7,1.09,202944,73408,183,28.5,4181,80.1,81.6,5837,6474,260736,142592,4175,80,81.4,5837,6488,260736,142400,0,190848,40768,174464,41088,625,6367,190976,41216,TRUE,76767,86598,16343,10,22,1202,43,742,20,13,-7,322,2263,14341,HSC
5_F2,5_F2,LEUK34,Plate 5 LEUK34,1598,1598,136,0.1045,NA,NA,0.1045,MUT,AML3,AML_151044_Plate5_F2_F02_048.fcs,28611,28327,27326,14742,73,0.5,1,0.00678,125312,35200,6757,45.8,6414,22.6,23.5,2095,4108,177280,64832,6410,22.6,23.5,2095,4108,177280,64832,5,154176,34304,166976,38080,1163,3075,142848,43392,TRUE,55988,82194,15008,-81,20,1670,15,1897,-176,35,0,385,2057,16659,HSC
5_F3,5_F3,LEUK34,Plate 5 LEUK34,1603,1603,250,0.0732,NA,NA,0.0732,MUT,AML3,AML_151044_Plate5_F3_F03_049.fcs,4835,4751,4520,1777,19,1.07,0,0,NA,NA,1560,87.8,1723,36.3,38.1,2568,4133,170560,63808,1713,36.1,37.9,2573,4133,170560,64064,1,180224,48576,174144,41472,1292,3190,207424,77248,TRUE,64691,83768,13242,72,16,1465,-93,2291,-45,1,-141,892,1831,16468,HSC
5_F5,5_F5,LEUK34,Plate 5 LEUK34,1617,1617,50,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_F5_F05_050.fcs,30066,29311,28427,18816,14191,75.4,1208,6.42,181504,49856,1564,8.31,4990,17,17.6,6146,2702,234688,110592,4939,16.9,17.4,6186,2728,235200,111040,2,175488,37248,154240,38464,631,16543,175872,38080,TRUE,69793,86607,11403,-30,2,887,23,881,68,7,59,178,1107,16073,HSC
5_F7,5_F7,LEUK34,Plate 5 LEUK34,1631,1631,156,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_F7_F07_051.fcs,4451,1719,1585,1578,6,0.38,0,0,NA,NA,2,0.13,4,0.23,0.25,4924,4944,229760,121152,4,0.23,0.25,4924,4944,229760,121152,92,152576,26688,46528,16128,491,17471,152576,26688,TRUE,83835,92197,15474,-36,12,1041,4,614,-24,12,-26,288,1212,15655,HSC
5_F8,5_F8,LEUK34,Plate 5 LEUK34,1637,1637,70,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_F8_F08_052.fcs,10525,10215,9942,7143,20,0.28,0,0,NA,NA,4938,69.1,1556,15.2,15.7,2761,3878,170624,65024,1553,15.2,15.6,2766,3886,170752,65152,30,166464,45440,155776,39360,1335,3068,167104,50176,TRUE,67487,84950,13143,49,-2,1067,328,643,72,16,-3,237,2051,15450,HSC
5_F9,5_F9,LEUK34,Plate 5 LEUK34,1643,1643,30,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_F9_F09_053.fcs,47640,44739,43990,21299,42,0.2,6,0.028,190080,50048,12038,56.5,11269,25.2,25.6,2227,3227,169408,64320,11265,25.2,25.6,2227,3227,169408,64320,69,166272,39360,166720,38592,2279,4295,198912,75456,TRUE,73058,86186,14032,132,13,1040,181,1635,-54,24,-18,491,2230,15193,HSC
5_F10,5_F10,LEUK34,Plate 5 LEUK34,1650,1650,16,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_F10_F10_054.fcs,1584,1525,1363,1000,0,0,9,0.9,93184,56128,6,0.6,302,19.8,22.2,16042,15491,262080,180096,298,19.5,21.9,16042,15636,262080,180096,0,NA,NA,147328,35840,2788,9950,91584,59904,TRUE,56227,82274,10136,74,21,1795,-63,1531,-1,11,-50,308,2137,14983,HSC
5_G1,5_G1,LEUK34,Plate 5 LEUK34,1593,1593,213,0.0952,NA,NA,0.0952,MUT,AML3,AML_151044_Plate5_G1_G01_055.fcs,11778,11288,10843,2615,77,2.94,3,0.11,242624,88704,1312,50.2,6026,53.4,55.6,4219,7189,222592,102912,6007,53.2,55.4,4219,7189,222592,102912,2,171904,51968,156416,49472,978,3795,172864,57920,TRUE,66440,83034,13666,18,81,1846,-1,1868,-15,10,-40,387,2433,17136,HSC
5_G3,5_G3,LEUK34,Plate 5 LEUK34,1604,1604,185,0.1196,NA,0.071428571,0.095514285,MUT,AML3,AML_151044_Plate5_G3_G03_056.fcs,12587,12343,11906,6378,3766,59,1801,28.2,180928,51072,235,3.68,3036,24.6,25.5,5737,2957,229504,102976,2722,22.1,22.9,6213,3034,234176,110464,3,174592,40768,166656,46400,880,25549,176768,43968,TRUE,84390,90898,15510,63,98,1388,12,459,-45,32,-25,401,1899,17559,HSC
5_G4,5_G4,LEUK34,Plate 5 LEUK34,1611,1611,403,0.08,NA,NA,0.08,MUT,AML3,AML_151044_Plate5_G4_G04_057.fcs,14762,14552,14113,5442,1719,31.6,238,4.37,223808,59520,2283,42,6511,44.7,46.1,6093,3028,218176,100864,6496,44.6,46,6093,3034,218176,100800,2,185024,39744,165568,41344,794,6844,189632,42624,TRUE,64792,84160,12131,48,-3,1203,-20,1083,-51,-5,-18,363,1943,17785,HSC
5_G5,5_G5,LEUK34,Plate 5 LEUK34,1618,1618,1456,0.1053,NA,NA,0.1053,MUT,AML3,AML_151044_Plate5_G5_G05_058.fcs,6106,6074,5878,2633,5,0.19,1,0.038,202688,53696,604,22.9,2068,34,35.2,2639,5224,172288,59520,2063,34,35.1,2639,5224,172288,59520,0,170816,47680,155136,38464,2619,5911,98816,58304,TRUE,72932,87153,15924,23,40,1064,-53,1690,-116,31,77,307,1740,18019,HSC
5_G7,5_G7,LEUK34,Plate 5 LEUK34,1632,1632,30,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_G7_G07_059.fcs,56263,54819,53532,41517,17504,42.2,2139,5.15,193600,52032,15284,36.8,8562,15.6,16,3723,2744,180608,82496,8520,15.5,15.9,3723,2755,180544,82560,1,179200,38528,177216,39616,717,6789,180544,39808,TRUE,67840,86487,12241,69,22,907,-45,1161,-62,16,34,301,1795,18486,HSC
5_G9,5_G9,LEUK34,Plate 5 LEUK34,1644,1644,24,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_G9_G09_061.fcs,186,157,142,60,2,3.33,0,0,NA,NA,8,13.3,68,43.3,47.9,6054,3983,236160,103488,68,43.3,47.9,6054,3983,236160,103488,0,169728,43712,150144,57088,1049,3426,136000,36928,TRUE,69106,86488,20721,81,-5,2123,22,1897,-189,51,-89,349,2585,18917,HSC
5_G11,5_G11,LEUK34,Plate 5 LEUK34,1657,1657,27,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_G11_G11_063.fcs,37345,34444,33617,20589,53,0.26,18,0.087,196480,67904,11833,57.5,4682,13.6,13.9,2495,4444,171072,73792,4672,13.6,13.9,2490,4444,171072,73728,20,166080,44608,167872,46720,1825,4520,200320,78208,TRUE,63094,82133,14292,53,30,1310,60,894,-106,29,-38,536,3122,19310,HSC
5_G12,5_G12,LEUK34,Plate 5 LEUK34,1661,1661,30,NA,NA,0.142857143,0.142857143,MUT,AML3,AML_151044_Plate5_G12_G12_064.fcs,10880,10763,10375,6329,275,4.35,12,0.19,181440,49408,4715,74.5,3231,30,31.1,3201,4821,161728,69696,3231,30,31.1,3201,4821,161728,69696,0,184768,40896,168448,39232,779,3673,191360,46080,TRUE,68526,84907,10862,25,21,1022,297,995,-79,19,-46,359,1406,19527,HSC
5_H1,5_H1,LEUK34,Plate 5 LEUK34,1594,1594,487,0.0992,NA,NA,0.0992,MUT,AML3,AML_151044_Plate5_H1_H01_065.fcs,2372,2291,2100,1427,41,2.87,2,0.14,184320,88896,869,60.9,202,8.82,9.62,1870,6588,190848,78272,202,8.82,9.62,1870,6588,190848,78272,0,172800,55808,174976,59392,1136,2908,187264,74880,TRUE,64645,82667,11619,78,-9,793,-104,1913,-131,11,-72,306,1373,22195,HSC
5_H2,5_H2,LEUK34,Plate 5 LEUK34,1599,1599,186,0.086,NA,NA,0.086,MUT,AML3,AML_151044_Plate5_H2_H02_066.fcs,4750,4711,4342,2448,22,0.9,1,0.041,196992,44480,1084,44.3,428,9.09,9.86,1771,5370,182656,65664,426,9.04,9.81,1771,5370,182656,65664,0,182336,42304,173504,39552,1159,3090,157312,49664,TRUE,62079,80587,12851,167,25,804,-43,1711,2,17,25,333,1442,21977,HSC
5_H3,5_H3,LEUK34,Plate 5 LEUK34,1605,1605,978,0.0854,NA,NA,0.0854,MUT,AML3,AML_151044_Plate5_H3_H03_067.fcs,1180,1142,927,849,0,0,0,0,NA,NA,41,4.83,30,2.63,3.24,8814,11560,203520,109312,29,2.54,3.13,8814,12904,203520,109312,3,NA,NA,154560,44160,2629,7145,71040,49856,TRUE,74160,87412,14337,85,0,1286,-12,1128,-8,17,11,328,1471,21780,HSC
5_H4,5_H4,LEUK34,Plate 5 LEUK34,1612,1612,122,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_H4_H04_068.fcs,26638,25984,25052,15658,12063,77,889,5.68,206016,57472,1520,9.71,6277,24.2,25.1,6559,3434,237120,117248,6241,24,24.9,6588,3455,237120,117504,2,180480,39360,170048,42176,669,13704,181632,40320,TRUE,69161,85243,15846,39,-2,1370,-116,2190,-169,22,-141,350,2127,21578,HSC
5_H5,5_H5,LEUK34,Plate 5 LEUK34,1619,1619,106,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_H5_H05_069.fcs,7319,7269,6975,4388,1339,30.5,154,3.51,231040,63232,1956,44.6,1431,19.7,20.5,3113,6645,177408,77056,1427,19.6,20.5,3113,6645,177408,77120,1,188096,42368,179968,41984,800,5377,193472,45120,TRUE,67562,83919,14135,222,23,899,-10,1713,-44,16,-52,281,2065,21355,HSC
5_H6,5_H6,LEUK34,Plate 5 LEUK34,1625,1625,614,0.0855,NA,NA,0.0855,MUT,AML3,AML_151044_Plate5_H6_H06_070.fcs,2507,480,419,403,1,0.25,0,0,NA,NA,2,0.5,1,0.21,0.24,25277,13860,262080,207744,1,0.21,0.24,25277,13860,262080,207744,177,185280,42304,169280,38592,541,13133,185280,42304,TRUE,76941,86720,14799,209,35,1363,164,1523,-141,25,-43,274,2002,21118,HSC
5_H10,5_H10,LEUK34,Plate 5 LEUK34,1652,1652,179,0.1264,NA,0.104477612,0.115438806,MUT,AML3,AML_151044_Plate5_H10_H10_072.fcs,35099,33829,32222,20591,53,0.26,12,0.058,197824,48320,5540,26.9,6045,17.9,18.8,2793,2231,203072,95104,6013,17.8,18.7,2782,2231,202880,94848,10,167808,41728,171072,44608,2514,6022,154944,57536,TRUE,64043,82063,15313,181,-2,549,320,892,30,25,2,307,960,20172,HSC
5_H12,5_H12,LEUK34,Plate 5 LEUK34,1662,1662,16,NA,NA,NA,0,WT,AML3,AML_151044_Plate5_H12_H12_073.fcs,5404,5311,5088,4143,490,11.8,30,0.72,214272,60992,2372,57.3,377,7.1,7.41,2275,6588,160768,66048,377,7.1,7.41,2275,6588,160768,66048,2,182656,42432,172224,42176,738,4273,188032,44864,TRUE,75389,87913,14693,40,2,1336,21,764,-2,45,-34,323,1750,19721,HSC
6_A1,6_A1,LEUK34,Plate 6 LEUK34,1663,1663,49,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_A1_A01_001.fcs,25863,9405,9274,8361,1497,17.9,401,4.8,167488,47040,46,0.55,140,1.49,1.51,3120,3518,204416,82432,120,1.28,1.29,3138,3863,204416,82880,1145,161792,38912,147008,49728,893,10939,170048,46272,TRUE,77578,91194,15391,167,61,1182,-16,742,-38,3,22,313,1124,550,HSC
6_A5,6_A5,LEUK34,Plate 6 LEUK34,1686,1686,46,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_A5_A05_004.fcs,18268,18225,18202,14557,8182,56.2,2246,15.4,170048,41536,1424,9.78,2863,15.7,15.7,4711,5652,187968,76416,2816,15.5,15.5,4751,5725,188224,76736,0,170304,35328,175232,36352,779,10549,170560,36736,TRUE,73203,87006,12141,43,24,973,-8,369,74,24,-11,350,1624,1389,HSC
6_A6,6_A6,LEUK34,Plate 6 LEUK34,1692,1692,205,0.1068,NA,0.063291139,0.08504557,MUT,AML3,AML_151044_Plate6_A6_A06_005.fcs,10759,7038,6933,4990,2420,48.5,178,3.57,211328,57152,323,6.47,1247,17.7,18,5404,6836,201600,90240,1242,17.6,17.9,5404,6881,201536,90240,263,178368,37888,167872,37888,690,9598,180672,39360,TRUE,66987,85236,17565,132,13,1305,48,749,-103,17,8,400,1356,1585,HSC
6_A8,6_A8,LEUK34,Plate 6 LEUK34,1704,1704,64,NA,NA,0.136363636,0.136363636,MUT,AML3,AML_151044_Plate6_A8_A08_006.fcs,9372,7608,7538,5868,2185,37.2,1686,28.7,151616,40640,154,2.62,977,12.8,13,3253,3518,177152,68736,856,11.3,11.4,3332,3886,177920,70528,76,149120,31616,138176,33600,1067,13358,150528,35904,TRUE,102588,103145,31706,302,7,2051,591,1963,102,17,-49,451,2910,2032,HSC
6_A10,6_A10,LEUK34,Plate 6 LEUK34,1717,1717,80,0.225,NA,0.176470588,0.200735294,MUT,AML3,AML_151044_Plate6_A10_A10_007.fcs,80002,76950,76723,55767,26,0.047,2,0.00359,175168,62208,18432,33.1,7629,9.91,9.94,1828,3101,171520,57344,7628,9.91,9.94,1828,3101,171520,57344,2,174016,56256,170432,42368,2056,4947,97472,58944,TRUE,60640,81049,11244,159,28,845,10,714,-20,46,-83,210,1766,2492,HSC
6_B3,6_B3,LEUK34,Plate 6 LEUK34,1674,1674,74,NA,NA,0.103448276,0.103448276,MUT,AML3,AML_151044_Plate6_B3_B03_010.fcs,5657,5596,5497,1571,178,11.3,94,5.98,211392,52864,641,40.8,3370,60.2,61.3,7205,4614,261888,113152,3365,60.1,61.2,7205,4623,261888,113152,0,172096,35776,173824,42496,1106,5462,189824,45952,TRUE,76645,87153,14569,271,4,1130,-59,1712,-58,13,0,282,1797,5080,HSC
6_B7,6_B7,LEUK34,Plate 6 LEUK34,1699,1699,16,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_B7_B07_014.fcs,4351,4343,4319,3228,0,0,1,0.031,57600,32000,335,10.4,821,18.9,19,2604,5616,193792,73408,821,18.9,19,2604,5616,193792,73408,0,NA,NA,170368,38080,2424,6863,92608,58432,TRUE,73057,86467,14047,173,39,1579,128,1240,3,17,-184,1125,4105,4237,HSC
6_B8,6_B8,LEUK34,Plate 6 LEUK34,1705,1705,169,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_B8_B08_015.fcs,889,884,880,704,199,28.3,36,5.11,211008,64064,10,1.42,76,8.6,8.64,3016,5462,192064,75520,76,8.6,8.64,3016,5462,192064,75520,0,172480,35712,165120,42240,842,12447,180544,42688,TRUE,78903,89034,19201,88,28,1248,5,1084,-28,42,26,346,1884,4046,HSC
6_B12,6_B12,LEUK34,Plate 6 LEUK34,1731,1731,17,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_B12_B12_018.fcs,32883,32595,32321,23386,3112,13.3,422,1.8,227584,58048,9315,39.8,6289,19.3,19.5,3227,6806,167168,66304,6288,19.3,19.5,3227,6806,167168,66304,0,185152,38848,184384,42688,833,4999,191168,41984,TRUE,69485,84982,9032,63,26,912,-15,717,-52,19,6,325,1744,3136,HSC
6_C3,6_C3,LEUK34,Plate 6 LEUK34,1675,1675,48,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_C3_C03_020.fcs,19410,7484,7370,6277,11,0.18,5,0.08,227008,88768,36,0.57,54,0.72,0.73,5497,1994,262080,214592,49,0.65,0.66,5007,2156,262080,202560,1390,174720,42048,165824,52416,2697,5682,231936,125184,TRUE,77608,86972,13746,17,15,1012,20,591,-60,12,46,314,1753,6200,HSC
6_C4,6_C4,LEUK34,Plate 6 LEUK34,1681,1681,14,NA,NA,NA,0,WT,AML3,AML_151044_Plate6_C4_C04_021.fcs,16318,16128,15997,7312,13,0.18,0,0,NA,NA,1428,19.5,6088,37.7,38.1,2629,3189,201408,72384,6083,37.7,38,2629,3189,201408,72384,2,176768,50816,168832,39488,2686,6881,86336,54848,TRUE,71175,85771,13280,44,-7,1184,-34,1336,-90,21,-47,368,2714,6446,HSC
